model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#2,0.174819,0.139445,1.38708,1.517919,0.142022,0.174819
N-En,0.164206,0.118272,2.204501,2.339644,0.146756,0.164206
lgbm_gbdt#1,0.164054,0.115092,2.128419,2.233014,0.145443,0.164054
rf#1,0.15508,0.109927,2.128123,2.194373,0.138081,0.15508
lgbm_gbdt#2,0.154021,0.109387,1.994873,2.106633,0.140906,0.154021
rf#2,0.149775,0.10607,2.102018,2.197966,0.135099,0.149775
ffn#1,0.14808,0.109103,2.096424,2.23897,0.134843,0.14808
ffn#2,0.14792,0.108247,2.081759,2.232761,0.133079,0.14792
pls#2,0.128471,0.097406,1.750923,1.997863,0.126109,0.128471
pls#1,0.111548,0.076528,1.75192,2.607587,0.112715,0.111548
lgbm_dart#1,0.084258,0.050522,2.584488,2.456026,0.08453,0.084258
L-En,0.076685,0.056623,2.692907,2.435265,0.086884,0.076685
lasso#2,0.068677,0.049086,2.363257,2.209374,0.085533,0.068677
elasticnet#2,0.067585,0.049057,2.342477,2.199932,0.084661,0.067585
elasticnet#1,0.067387,0.04912,2.335846,2.196636,0.08456,0.067387
lasso#1,0.066381,0.049631,2.296684,2.176578,0.084161,0.066381
ridge#1,0.017483,0.064317,1.186046,2.096054,0.037381,0.017483
ridge#2,0.01736,0.064507,1.182164,2.098693,0.037111,0.01736
pcr#1,-0.004938,-7.5e-05,-2.657131,0.658715,-0.005402,-0.004938
pcr#2,-0.004938,-7.5e-05,-2.657131,0.658715,-0.005402,-0.004938
