model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
rf#1,0.258086,0.181321,2.221228,2.117029,0.259655,0.258086
rf#2,0.234565,0.157279,2.232981,2.149513,0.245968,0.234565
ffn#2,0.225135,0.138126,2.377669,2.355653,0.241725,0.225135
ffn#1,0.22446,0.138178,2.341192,2.335719,0.240459,0.22446
N-En,0.220995,0.147662,2.690139,2.561258,0.238599,0.220995
lgbm_dart#2,0.219674,0.153728,2.729271,2.552379,0.239629,0.219674
pls#2,0.219263,0.130897,2.494848,1.989741,0.234772,0.219263
lgbm_gbdt#1,0.202095,0.155645,2.825673,2.636464,0.219583,0.202095
pls#1,0.195584,0.10696,2.184728,2.527465,0.210672,0.195584
elasticnet#2,0.184638,0.109036,2.973498,2.69142,0.200963,0.184638
elasticnet#1,0.182893,0.107774,2.979896,2.70347,0.199409,0.182893
L-En,0.181262,0.106052,2.932782,2.756066,0.197418,0.181262
lasso#1,0.177815,0.10502,2.984414,2.721143,0.194558,0.177815
lasso#2,0.177597,0.104897,2.985101,2.721893,0.194347,0.177597
ridge#2,0.174045,0.132535,2.385229,2.601947,0.180221,0.174045
ridge#1,0.173907,0.131585,2.399792,2.606216,0.180436,0.173907
lgbm_gbdt#2,0.171403,0.122573,2.990485,2.784836,0.188883,0.171403
lgbm_dart#1,0.12118,0.074258,3.203234,2.897441,0.140093,0.12118
pcr#1,0.101011,0.039548,2.932835,3.334186,0.111423,0.101011
pcr#2,0.101011,0.039548,2.932835,3.334186,0.111423,0.101011
