model,params,score_mean,fold_scores,n_splits,gap,min_train_days,use_trva,best_iteration_median
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.430375245218266}",-0.010322447299469295,"[-0.06817024322775156, 0.04752534862881297]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 13.981961408994046}",0.023261874974337238,"[-0.0073768495965014225, 0.0539005995451759]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.431172050131989}",0.0002945759677496218,"[-0.048535657855203196, 0.04912480979070244]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.31171005868549}",-0.011086915081365,"[-0.06959650860348154, 0.04742267844075154]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8662266976517967}",-0.03481328900614117,"[-0.11464591232238242, 0.04501933431010008]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.663279761354557}",0.008981270418055076,"[-0.03273063567677492, 0.050693176512885074]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0547625125911337}",-0.032001643927333956,"[-0.10923214511695623, 0.04522885726228831]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 47.34989304499475}",0.05962486972760517,"[0.051307651990428416, 0.06794208746478192]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.80155576901412}",0.07350627833021,"[0.07041477915743244, 0.07659777750298757]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.4135935551752299}",-0.043240980958797415,"[-0.13097656945569458, 0.04449460753809975]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 23.72330072992193}",0.03921335202302273,"[0.019656214414401796, 0.05877048963164366]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.860866271460544}",-0.014188289754920924,"[-0.0753994412097978, 0.04702286169995595]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.059803874660431}",-0.0065664856649736425,"[-0.061186721067883365, 0.04805374973793608]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 59.812219011525556}",0.06626685566678692,"[0.06071249744899465, 0.07182121388457918]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.16334587611069498}",-0.1325653584559185,"[-0.3079798445832347, 0.0428491276713977]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.18255254802399}",-0.12766953601561948,"[-0.2982160978163648, 0.042877025785125866]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11498870747119451}",-0.14700905049832536,"[-0.33679657035367483, 0.04277846935702412]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 31.46730406166004}",0.04766187472965844,"[0.033222024859502985, 0.06210172459981389]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.600820741402043}",0.0363908603020362,"[0.014996673642640679, 0.05778504696143172]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 40.7414465416623}",0.055268600366757736,"[0.04488644445307921, 0.06565075628043626]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 86.26905220714896}",0.0762654231255197,"[0.07395950204484258, 0.07857134420619682]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 24.973286104060584}",0.04075643274348001,"[0.022177912356928564, 0.059334953130031454]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.4234724484675927}",-0.027268620858537207,"[-0.10016198799554799, 0.04562474627847357]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.957734465394555}",0.03688484486272148,"[0.015816440273160537, 0.05795324945228242]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.2263722969739548}",-0.11789775477664888,"[-0.2787358353888729, 0.042940325835575166]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.313101133778733}",0.007767573885998913,"[-0.034923480550461905, 0.05045862832245973]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.26919058249260697}",-0.10986385612647065,"[-0.26272942836694035, 0.043001716113999056]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 68.23493012435793}",0.06992947384056353,"[0.06569351263303325, 0.07416543504809381]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.6774346621052136}",-0.01555198557030768,"[-0.0779594549343996, 0.046855483793784236]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.7538232373118046}",-0.03665385644142849,"[-0.11819969010079112, 0.04489197721793414]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.6218230782016851}",-0.07258239832123065,"[-0.1886555505837042, 0.04349075394124291]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.023308743480115}",0.03557364049661399,"[0.013636631859617054, 0.057510649133610925]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.3358825194833552}",-0.028316394048645055,"[-0.10216507282251341, 0.045532284725223304]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.073432032394333}",-0.006490140007667511,"[-0.06104518722016272, 0.0480649072048277]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11385953381489414}",-0.14738876123053946,"[-0.33755433468165674, 0.04277681222057783]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 7.126995609048578}",0.0032692671057515388,"[-0.04309527354498055, 0.04963380775648363]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.859416411328697}",0.002158639256156225,"[-0.04512320457521857, 0.04944048308753102]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 7.092543214735832}",0.003128459802295258,"[-0.04335215806809334, 0.049609077672683854]",3,1,60,True,
