model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
N-En,0.20838,0.168435,2.366326,2.412871,0.220995
rf#1,0.199158,0.174718,1.531107,1.84368,0.258086
lgbm_dart#2,0.195875,0.170427,2.393589,2.350958,0.219674
L-En,0.192017,0.114875,2.727937,2.501907,0.181262
lgbm_gbdt#1,0.191816,0.174894,2.57554,2.557393,0.202095
elasticnet#2,0.187856,0.116472,2.70296,2.503281,0.184638
elasticnet#1,0.186746,0.115867,2.708026,2.519126,0.182893
rf#2,0.185503,0.152685,1.773882,1.862873,0.234565
lasso#1,0.183357,0.114804,2.728367,2.554716,0.177815
lasso#2,0.183223,0.114744,2.729335,2.556023,0.177597
lgbm_gbdt#2,0.179578,0.148805,2.873658,2.685595,0.171403
ffn#2,0.156278,0.118245,1.742406,1.963507,0.225135
ffn#1,0.150944,0.115807,1.687121,1.931326,0.22446
lgbm_dart#1,0.126638,0.096226,2.775757,2.749511,0.12118
pcr#1,0.115163,0.054747,2.783424,3.022603,0.101011
pcr#2,0.115163,0.054747,2.783424,3.022603,0.101011
pls#1,0.088692,0.092534,1.286198,1.873047,0.195584
ridge#1,0.072003,0.123255,1.200429,2.437653,0.173907
ridge#2,0.068368,0.123665,1.162993,2.435749,0.174045
pls#2,0.05884,0.033713,1.275078,1.05295,0.219263
