model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
ffn#1,0.302465,0.289455,1.575869,1.496437,0.357791,0.302465
ffn#2,0.295636,0.283536,1.577122,1.494558,0.351738,0.295636
N-En,0.231185,0.202617,1.811145,1.696625,0.268994,0.231185
lgbm_dart#1,0.189844,0.174903,1.648643,1.673072,0.220358,0.189844
lgbm_gbdt#1,0.189141,0.188461,1.377407,1.478742,0.235223,0.189141
pls#2,0.187463,0.172034,1.80509,1.404435,0.236203,0.187463
lgbm_dart#2,0.18152,0.175977,1.736007,1.641291,0.224737,0.18152
lgbm_gbdt#2,0.180656,0.152762,1.557093,1.578553,0.204765,0.180656
rf#2,0.155005,0.114302,1.899909,1.813634,0.185574,0.155005
rf#1,0.151775,0.118367,2.104499,1.999223,0.16917,0.151775
L-En,0.140131,0.108339,1.929009,1.600258,0.151296,0.140131
elasticnet#2,0.132136,0.098326,1.780908,1.508803,0.146152,0.132136
elasticnet#1,0.130009,0.097535,1.795554,1.531003,0.143127,0.130009
lasso#1,0.128333,0.087056,1.942015,1.597117,0.137226,0.128333
lasso#2,0.127858,0.086197,1.952166,1.602934,0.136546,0.127858
pls#1,0.079877,0.106811,1.336762,1.829445,0.161227,0.079877
ridge#1,0.033602,0.141532,0.791023,1.333424,0.099719,0.033602
ridge#2,0.031737,0.141755,0.780964,1.333093,0.098731,0.031737
pcr#2,-0.010614,-0.000951,-1.93925,-2.651243,-0.015003,-0.010614
pcr#1,-0.010614,-0.000951,-1.93925,-2.651243,-0.015003,-0.010614
