model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#1,0.782074,,0.926607,,0.782074,0.782074
lgbm_gbdt#2,0.700637,,0.902643,,0.700637,0.700637
lgbm_gbdt#1,0.607829,,0.842679,,0.607829,0.607829
rf#1,0.475399,,0.892687,,0.475399,0.475399
rf#2,0.424481,,0.868231,,0.424481,0.424481
lgbm_dart#2,0.4017,,0.659961,,0.4017,0.4017
N-En,0.395907,,0.650574,,0.395907,0.395907
pcr#1,0.082404,,0.772647,,0.082404,0.082404
pcr#2,0.082404,,0.772647,,0.082404,0.082404
L-En,-0.473014,,-2.064856,,-0.473014,-0.473014
lasso#2,-0.499196,,-1.48381,,-0.499196,-0.499196
lasso#1,-0.50242,,-1.490755,,-0.50242,-0.50242
elasticnet#2,-0.544346,,-1.5851,,-0.544346,-0.544346
elasticnet#1,-0.558323,,-1.619419,,-0.558323,-0.558323
ffn#1,-0.733874,,-1.590572,,-0.733874,-0.733874
ffn#2,-0.747619,,-1.603476,,-0.747619,-0.747619
pls#2,-1.365402,,-2.103923,,-1.365402,-1.365402
pls#1,-3.624993,,-1.946627,,-3.624993,-3.624993
ridge#1,-3.748316,,-2.96865,,-3.748316,-3.748316
ridge#2,-3.781509,,-2.967832,,-3.781509,-3.781509
