model,IC_mean,IC_std,N
L-En,-0.17238393783534522,0.7174552532307464,9
N-En,-0.18048446301150828,0.7192034014955669,9
elasticnet#1,-0.179084661241435,0.7214540187929026,9
elasticnet#2,-0.18246135958984255,0.7194390189169951,9
ffn#1,-0.18481130806688617,0.7151992276702199,9
ffn#2,-0.18603433288417812,0.70071805391238,9
lasso#1,-0.1827298002994597,0.7188771353444944,9
lasso#2,-0.18257785348084624,0.7191389600485755,9
lgbm_dart#1,-0.1994987325223831,0.696815274188405,9
lgbm_dart#2,-0.1928890001216059,0.7066155590569008,9
lgbm_gbdt#1,-0.19467060748324785,0.7124803232180511,9
lgbm_gbdt#2,-0.20914068667362531,0.6977678013972965,9
pcr#1,-0.17795080980501424,0.7219097982618873,9
pcr#2,-0.17795080980501424,0.7219097982618873,9
pls#1,-0.18705853940623163,0.7179381647683966,9
pls#2,-0.18570439039995285,0.7147176223543676,9
rf#1,-0.1827111089870951,0.7170210657999426,9
rf#2,-0.20774722353669725,0.7220749380751984,9
ridge#1,-0.18690580704948523,0.7204377516418285,9
ridge#2,-0.18391016434796018,0.7207489270752434,9
