model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
N-En,0.126463,0.079532,1.563519,2.630642,0.167128
lgbm_gbdt#1,0.122618,0.076091,1.350035,2.350137,0.168764
rf#1,0.114286,0.067624,1.651862,2.482977,0.150385
rf#2,0.111502,0.068009,1.547834,2.387826,0.149756
ffn#2,0.103494,0.060703,1.450378,2.217317,0.166466
ffn#1,0.103397,0.061776,1.444515,2.222679,0.167206
lgbm_dart#2,0.102284,0.082282,1.161395,1.696059,0.193992
lgbm_gbdt#2,0.100961,0.066909,0.9339,2.305676,0.154834
lgbm_dart#1,0.072547,0.030256,1.766191,2.559555,0.089251
L-En,0.068356,0.03173,2.024056,3.233436,0.074637
lasso#2,0.059562,0.026779,1.91639,3.38541,0.067524
elasticnet#2,0.058967,0.026854,1.917259,3.373158,0.066704
elasticnet#1,0.058899,0.026903,1.916905,3.370291,0.066601
lasso#1,0.058611,0.027254,1.91416,3.35379,0.066166
pls#2,0.05557,0.055327,1.095212,2.220434,0.143358
pls#1,0.051546,0.042653,0.974488,2.709912,0.131751
ridge#1,0.024446,0.032012,1.423228,3.16254,0.042192
ridge#2,0.02427,0.03202,1.41926,3.159902,0.042191
pcr#2,-0.00724,-4.5e-05,-1.712637,0.208652,-0.006121
pcr#1,-0.00724,-4.5e-05,-1.712637,0.208652,-0.006121
