model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
L-En,0.085948,0.088549,1.365834,1.813762,0.083678
N-En,0.075579,0.101247,0.282179,0.708049,0.133716
ridge#2,0.073101,0.068612,0.732741,1.003955,0.087491
ridge#1,0.07296,0.068508,0.735224,1.003198,0.087466
lgbm_gbdt#2,0.069922,0.078025,-0.01327,0.306689,0.11533
rf#1,0.060574,0.110352,0.370385,1.077422,0.124103
elasticnet#2,0.052153,0.075115,0.763711,1.423189,0.078651
elasticnet#1,0.051884,0.072775,0.765103,1.4092,0.076907
lgbm_dart#1,0.049985,0.062121,-0.077052,0.18885,0.109187
rf#2,0.042874,0.108967,0.155655,1.061252,0.121873
lgbm_dart#2,0.02928,0.042981,-0.268666,-0.018178,0.113113
lgbm_gbdt#1,0.020311,0.078289,-0.043798,0.647635,0.107754
pcr#1,0.019245,-0.001357,3.037947,-3.070731,-0.0064
pcr#2,0.019245,-0.001357,3.037947,-3.070731,-0.0064
lasso#1,0.016112,0.078524,0.256837,1.767227,0.070535
lasso#2,0.015971,0.078529,0.254915,1.768031,0.070527
ffn#2,-0.042764,0.04733,-0.925687,0.052568,0.135872
ffn#1,-0.043514,0.045323,-0.936585,0.029899,0.135122
pls#2,-0.136448,-0.002621,-1.372764,-0.056746,0.10758
pls#1,-0.18684,-0.00357,-1.593092,-0.101524,0.101802
