model,IC_mean,IC_std,N
L-En,0.0414868832148244,0.5244721625944119,8
N-En,0.046309389140271495,0.5277665867559794,8
elasticnet#1,0.044066862574989554,0.5224116662216934,8
elasticnet#2,0.044066862574989554,0.5224116662216934,8
ffn#1,0.053532161852595246,0.5250671821092646,8
ffn#2,0.03442255950963383,0.5352716733543793,8
lasso#1,0.044066862574989554,0.5224116662216934,8
lasso#2,0.044066862574989554,0.5224116662216934,8
lgbm_dart#1,0.05970604727739823,0.5062514365127198,8
lgbm_dart#2,0.07567024052755823,0.5100167175520155,8
lgbm_gbdt#1,0.05668807728599514,0.3931349764767689,8
lgbm_gbdt#2,0.1051209468678205,0.5025295349284479,8
pcr#1,0.004212631408838902,0.5443856946326655,8
pcr#2,0.004212631408838902,0.5443856946326655,8
pls#1,0.02726474699191417,0.5219716085688161,8
pls#2,0.037740668129599995,0.5191556490198759,8
rf#1,0.053977649512621746,0.49155255427862815,8
rf#2,0.05338820750972455,0.49346736481270437,8
ridge#1,0.04972991727055194,0.5150744878065509,8
ridge#2,0.04972991727055194,0.5150744878065509,8
