model,IC_mean,IC_std,N
L-En,0.13743406892704374,0.35652228154884097,18
N-En,0.11556224028855674,0.3465321542831701,18
elasticnet#1,0.13403331235211927,0.3489863275091923,18
elasticnet#2,0.13355839011521217,0.34979008437573145,18
ffn#1,0.18099135392822996,0.3991995911185247,18
ffn#2,0.1852194994484275,0.3940321795270118,18
lasso#1,0.13577128253158546,0.34995513276431084,18
lasso#2,0.1335890224346951,0.34924155170615256,18
lgbm_dart#1,0.0813082271442231,0.35328001945126986,18
lgbm_dart#2,0.11120971213612396,0.3017255048884916,18
lgbm_gbdt#1,0.08425051199825594,0.3339687856658145,18
lgbm_gbdt#2,0.059527393606846966,0.33341162007149133,18
pcr#1,0.10966498792800183,0.5339871463268387,18
pcr#2,0.10966498792800183,0.5339871463268387,18
pls#1,0.14591747782633666,0.3168640837582485,18
pls#2,0.18226902871205905,0.365634166518404,18
rf#1,0.08065721655475919,0.3336289564014608,18
rf#2,0.0730659904823893,0.3428263283815141,18
ridge#1,0.11054499773631257,0.35409858909912134,18
ridge#2,0.10952003046127284,0.3537616323078209,18
