model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,18,1.478586,1.700036,3.689987,0.666667
N-En,18,1.550335,1.819263,3.615484,0.722222
elasticnet#1,18,1.61249,1.880328,3.638309,0.666667
elasticnet#2,18,1.61249,1.880328,3.638309,0.666667
ffn#1,18,1.444059,1.680192,3.646384,0.722222
ffn#2,18,1.452581,1.676895,3.675111,0.722222
lasso#1,18,1.614648,1.878385,3.646947,0.666667
lasso#2,18,1.61249,1.880328,3.638309,0.666667
lgbm_dart#1,18,1.727137,2.140077,3.423999,0.666667
lgbm_dart#2,18,1.677829,2.073362,3.433276,0.722222
lgbm_gbdt#1,18,1.533404,1.804513,3.60523,0.666667
lgbm_gbdt#2,18,1.676127,2.137747,3.326494,0.666667
pcr#1,18,-0.043617,1.055385,-0.175338,0.555556
pcr#2,18,-0.043617,1.055385,-0.175338,0.555556
pls#1,18,1.546385,1.981146,3.311596,0.777778
pls#2,18,1.499588,1.707431,3.726191,0.833333
rf#1,18,1.514666,1.796465,3.577128,0.777778
rf#2,18,1.518814,1.785531,3.608888,0.722222
ridge#1,18,1.72914,2.14465,3.420661,0.666667
ridge#2,18,1.72914,2.14465,3.420661,0.666667
