model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#2,0.202979,0.188327,1.123545,1.159109,0.218389,0.202979
ffn#1,0.187924,0.154196,1.240159,1.344841,0.188821,0.187924
ffn#2,0.185461,0.154947,1.222705,1.33797,0.186737,0.185461
lgbm_gbdt#1,0.182965,0.18479,0.678808,1.174808,0.145251,0.182965
N-En,0.178362,0.137353,1.353352,1.290856,0.183685,0.178362
pls#1,0.174172,0.07715,1.434226,1.30067,0.195498,0.174172
lgbm_dart#2,0.14439,0.086792,1.404514,1.290813,0.143245,0.14439
L-En,0.142737,0.088106,1.441688,1.284031,0.142117,0.142737
rf#1,0.134664,0.104998,1.299213,1.288358,0.154775,0.134664
rf#2,0.130676,0.109477,1.337541,1.32139,0.148051,0.130676
pls#2,0.128143,0.095567,1.466356,1.250531,0.152038,0.128143
pcr#1,0.109674,0.028559,1.353991,1.481957,0.10499,0.109674
pcr#2,0.109674,0.028559,1.353991,1.481957,0.10499,0.109674
lasso#2,0.103743,0.066324,1.463108,1.301221,0.115457,0.103743
lasso#1,0.101238,0.064383,1.463674,1.306366,0.112976,0.101238
lgbm_dart#1,0.097449,0.07241,1.503461,1.304549,0.098423,0.097449
elasticnet#2,0.097287,0.058254,1.498524,1.318127,0.1036,0.097287
elasticnet#1,0.096486,0.059178,1.495764,1.322593,0.104912,0.096486
ridge#1,0.042594,0.173014,0.576006,1.137011,0.090463,0.042594
ridge#2,0.041402,0.173098,0.570039,1.135505,0.089656,0.041402
