model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,11,2.133463,2.726287,2.595434,0.818182
N-En,11,2.147611,2.724754,2.614115,0.818182
elasticnet#1,11,2.21037,2.81153,2.607465,0.818182
elasticnet#2,11,2.206008,2.814946,2.599162,0.818182
ffn#1,11,2.262359,2.620173,2.863702,0.909091
ffn#2,11,2.258848,2.623494,2.855639,0.818182
lasso#1,11,2.185067,2.90023,2.498784,0.636364
lasso#2,11,2.185067,2.90023,2.498784,0.636364
lgbm_dart#1,11,2.118469,2.759842,2.545859,0.727273
lgbm_dart#2,11,2.042716,2.833881,2.390688,0.727273
lgbm_gbdt#1,11,2.150266,2.72804,2.614193,0.636364
lgbm_gbdt#2,11,2.244843,2.874509,2.590112,0.636364
pcr#1,11,-2.08216,2.581685,-2.674898,0.090909
pcr#2,11,-2.08216,2.581685,-2.674898,0.090909
pls#1,11,2.026872,2.546549,2.639798,0.909091
pls#2,11,2.11896,2.670951,2.631196,0.818182
rf#1,11,2.143149,2.938912,2.418589,0.636364
rf#2,11,2.104853,2.746252,2.542013,0.727273
ridge#1,11,2.313863,2.677627,2.86605,0.818182
ridge#2,11,2.313863,2.677627,2.86605,0.818182
