model,IC_mean,IC_std,N
L-En,0.21396550308235474,0.5426215185620583,11
N-En,0.1610985779151078,0.49928601100482495,11
elasticnet#1,0.1600399486097427,0.48042840620312555,11
elasticnet#2,0.1565512546411726,0.485243393705884,11
ffn#1,0.341127108674925,0.47428480199238465,11
ffn#2,0.3446301587724024,0.4716905339038526,11
lasso#1,0.09998577331168285,0.473599609742477,11
lasso#2,0.09998577331168285,0.473599609742477,11
lgbm_dart#1,0.14217183979117742,0.5240913112213034,11
lgbm_dart#2,0.18054904510908348,0.5495480123118202,11
lgbm_gbdt#1,0.05946843939305208,0.5251776869186306,11
lgbm_gbdt#2,0.08625373193676272,0.5100875190018249,11
pcr#1,-0.19292373835980586,0.47699151725085326,11
pcr#2,-0.19292373835980586,0.47699151725085326,11
pls#1,0.23948981750392687,0.5565671902585014,11
pls#2,0.2326003659372888,0.5691868799701436,11
rf#1,0.055720106478126814,0.513901439600726,11
rf#2,0.11281890954550201,0.4665797106842341,11
ridge#1,0.24023368590439897,0.4494939279946581,11
ridge#2,0.24315576382647688,0.44649138839346475,11
