model,IC_mean,IC_std,N
L-En,-0.37894736842105253,,1
N-En,-0.5,,1
elasticnet#1,-0.3929824561403509,,1
elasticnet#2,-0.3929824561403509,,1
ffn#1,-0.37894736842105253,,1
ffn#2,-0.37894736842105253,,1
lasso#1,-0.4087719298245613,,1
lasso#2,-0.4087719298245613,,1
lgbm_dart#1,-0.5289990594905932,,1
lgbm_dart#2,-0.6488149998401029,,1
lgbm_gbdt#1,-0.5092188090761296,,1
lgbm_gbdt#2,-0.5752437643913908,,1
pcr#1,-0.37192982456140344,,1
pcr#2,-0.37192982456140344,,1
pls#1,-0.37192982456140344,,1
pls#2,-0.37192982456140344,,1
rf#1,-0.4912280701754385,,1
rf#2,-0.5140350877192982,,1
ridge#1,-0.37192982456140344,,1
ridge#2,-0.37192982456140344,,1
