model,IC_mean,IC_std,N
L-En,0.266682718083743,0.4304935514493641,53
N-En,0.2207016998131998,0.4115560842757618,53
elasticnet#2,0.19546890050744486,0.40407924091996317,53
ffn#1,0.361186338543948,0.4026981455411294,53
lasso#2,0.18292431366440162,0.4036464863869371,53
lgbm_dart#2,0.18168745429372582,0.42079352719870244,53
lgbm_gbdt#1,0.14518455476159303,0.41099186594731824,53
pcr#1,-0.009510689248479046,0.5042429341854859,53
pls#2,0.32409609480504,0.4658481394971689,53
rf#2,0.13814611988578768,0.4106825688282182,53
ridge#1,0.21749249312200145,0.406842951985193,53
