model,IC_mean,IC_std,N
L-En,0.09834303945557143,0.558617714241764,6
N-En,0.07918118360304395,0.5431969056014244,6
elasticnet#1,0.0922758681171658,0.562366842593169,6
elasticnet#2,0.0922758681171658,0.562366842593169,6
ffn#1,0.09034117981149885,0.55506190808605,6
ffn#2,0.09317229075944923,0.5527714929253479,6
lasso#1,0.0922758681171658,0.562366842593169,6
lasso#2,0.08067063730006255,0.5539437892045225,6
lgbm_dart#1,0.043012456347364066,0.5787650242234313,6
lgbm_dart#2,0.06204315670373703,0.5480664563876758,6
lgbm_gbdt#1,0.006121171660472324,0.5478441116349316,6
lgbm_gbdt#2,0.07790487660461536,0.4977604545239156,6
pcr#1,0.09746584647311533,0.5581524016866781,6
pcr#2,0.09746584647311533,0.5581524016866781,6
pls#1,0.09610705734342834,0.557127170700489,6
pls#2,0.09746584647311533,0.5581524016866781,6
rf#1,0.07287624213262295,0.5509213066467171,6
rf#2,0.05259927031765472,0.5689698535519986,6
ridge#1,0.09883323553400276,0.5591562909421357,6
ridge#2,0.09883323553400276,0.5591562909421357,6
