model,params,score_mean,fold_scores,n_splits,gap,min_train_days,use_trva,best_iteration_median
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.430375245218266}",-0.1477967965104563,"[-0.31057375696661915, 0.01498016394570656]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 13.981961408994046}",-0.13682456217351768,"[-0.29037264934591867, 0.0167235249988833]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.431172050131989}",-0.14598236757770605,"[-0.3073205428811465, 0.015355807725734416]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.31171005868549}",-0.14788782467870593,"[-0.3107333521917002, 0.014957702834288322]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8662266976517967}",-0.1490796798114331,"[-0.3126495384735204, 0.014490178850654178]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.663279761354557}",-0.14353376624509695,"[-0.302835710925476, 0.01576817843528211]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0547625125911337}",-0.14904947739172897,"[-0.3126254960927841, 0.01452654130932618]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 47.34989304499475}",-0.09301964084699371,"[-0.20801795650569943, 0.021978674811712007]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.80155576901412}",-0.06175126171943268,"[-0.1494201700269, 0.025917646588034637]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.4135935551752299}",-0.14909176341662128,"[-0.3125861871372, 0.014402660303957426]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 23.72330072992193}",-0.12353304417700345,"[-0.26544717182427746, 0.018381083470270565]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.860866271460544}",-0.14821186532936853,"[-0.3112959089995242, 0.014872178340787134]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.059803874660431}",-0.14727870265764437,"[-0.3096563652976727, 0.015098959982383975]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 59.812219011525556}",-0.07910234197835031,"[-0.181878768323801, 0.02367408436710039]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.16334587611069498}",-0.148529426021129,"[-0.3112181408023431, 0.014159288760085098]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.18255254802399}",-0.14854667524340381,"[-0.31125639625329504, 0.014163045766487414]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11498870747119451}",-0.14848453041584397,"[-0.311118887933425, 0.014149827101737067]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 31.46730406166004}",-0.11303561288127473,"[-0.24569282899431655, 0.019621603231767093]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.600820741402043}",-0.12645150523263238,"[-0.270932538620285, 0.018029528155020236]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 40.7414465416623}",-0.10105273111759044,"[-0.22313201339657573, 0.021026551161394846]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 86.26905220714896}",-0.054600646085328164,"[-0.13610138617183987, 0.02690009400118354]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 24.973286104060584}",-0.12181892241900544,"[-0.26222358078300556, 0.018585735944994686]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.4234724484675927}",-0.1489532533916248,"[-0.3125040051377228, 0.014597498354473215]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.957734465394555}",-0.1259603752859434,"[-0.27000975732163823, 0.018089006749751446]",3,1,60,True,
