model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lasso#1,0.935917,,15.671838,,0.935917,0.935917
lasso#2,0.935794,,15.59588,,0.935794,0.935794
elasticnet#2,0.896938,,31.877572,,0.896938,0.896938
L-En,0.88868,,6.866872,,0.88868,0.88868
elasticnet#1,0.843963,,64.118044,,0.843963,0.843963
pls#2,0.710744,,4.987589,,0.710744,0.710744
N-En,0.264664,,0.32426,,0.264664,0.264664
lgbm_dart#2,-0.395998,,-1.190394,,-0.395998,-0.395998
rf#1,-0.97736,,-0.803597,,-0.97736,-0.97736
pcr#2,-2.159614,,-2.117086,,-2.159614,-2.159614
pcr#1,-2.159614,,-2.117086,,-2.159614,-2.159614
lgbm_gbdt#1,-2.393443,,-1.34021,,-2.393443,-2.393443
rf#2,-5.199015,,-0.927471,,-5.199015,-5.199015
lgbm_dart#1,-8.4877,,-0.97092,,-8.4877,-8.4877
lgbm_gbdt#2,-9.748044,,-1.715895,,-9.748044,-9.748044
ffn#1,-17.931868,,-142.696754,,-17.931868,-17.931868
ffn#2,-20.886542,,-11.880795,,-20.886542,-20.886542
pls#1,-20.937235,,-5.919215,,-20.937235,-20.937235
ridge#1,-25.245998,,-2.018357,,-25.245998,-25.245998
ridge#2,-25.4533,,-2.017069,,-25.4533,-25.4533
