model,IC_mean,IC_std,N
L-En,0.11013131610119607,0.4728609079951579,18
N-En,0.12906599623696502,0.47975946823524773,18
elasticnet#1,0.13331886963966852,0.4802902214452643,18
elasticnet#2,0.13641025793753758,0.4793740562034327,18
ffn#1,0.12383094191307631,0.48111568542206745,18
ffn#2,0.12128424718630695,0.4813334964903107,18
lasso#1,0.13305884143513602,0.4811078151202205,18
lasso#2,0.13333441376728256,0.4814510234579623,18
lgbm_dart#1,0.09841613886961656,0.4631900379563475,18
lgbm_dart#2,0.12124897460112025,0.45904868035372165,18
lgbm_gbdt#1,0.13353968530356086,0.4679147662150468,18
lgbm_gbdt#2,0.12159132355137417,0.47047891228457644,18
pcr#1,0.07084524238334987,0.4287775854015842,18
pcr#2,0.07084524238334987,0.4287775854015842,18
pls#1,0.09949246275695148,0.4636314970206123,18
pls#2,0.09498672766523569,0.4694611316247231,18
rf#1,0.10370386097941714,0.47452728205558814,18
rf#2,0.10370386097941714,0.47452728205558814,18
ridge#1,0.1107804523230622,0.47306648239431,18
ridge#2,0.11072494864729837,0.47355377527765624,18
