model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_dart#1,0.197596,0.103367,1.269884,0.068861,0.239086
N-En,0.195584,0.10203,1.370527,0.482268,0.218903
ffn#2,0.183354,0.104796,1.358467,1.786999,0.189695
ffn#1,0.183189,0.103581,1.353653,1.78119,0.189801
lgbm_dart#2,0.177235,0.079154,1.386244,0.22388,0.198275
rf#2,0.175523,0.083763,1.390349,-0.127081,0.200217
lgbm_gbdt#1,0.169276,0.070216,1.218981,-0.209426,0.21339
lgbm_gbdt#2,0.161629,0.063687,1.177312,-0.385866,0.221667
rf#1,0.158443,0.074929,1.338532,0.084832,0.192471
pls#2,0.133955,0.071469,1.350774,0.859543,0.180536
pls#1,0.113202,0.040284,1.236236,0.205173,0.148118
L-En,0.0861,0.039048,1.701932,1.947774,0.079826
lasso#1,0.07559,0.032638,1.826862,2.445989,0.068588
lasso#2,0.07559,0.032342,1.823421,2.453766,0.068694
elasticnet#2,0.075583,0.035338,1.837418,2.381576,0.067478
elasticnet#1,0.073575,0.034228,1.823444,2.381169,0.065526
ridge#1,0.047291,0.043294,1.178666,2.121598,0.047415
ridge#2,0.047056,0.043381,1.171088,2.116569,0.047319
pcr#2,-0.012802,-0.000291,-2.044346,0.576832,-0.010377
pcr#1,-0.012802,-0.000291,-2.044346,0.576832,-0.010377
