model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#1,0.239086,0.12268,1.668355,0.835648,0.251732,0.239086
lgbm_gbdt#2,0.221667,0.089626,1.555753,0.426423,0.241112,0.221667
N-En,0.218903,0.104232,1.799109,1.138327,0.234272,0.218903
lgbm_gbdt#1,0.21339,0.088777,1.597167,0.552077,0.235908,0.21339
rf#2,0.200217,0.087016,1.849715,0.547299,0.205718,0.200217
lgbm_dart#2,0.198275,0.088603,1.830015,0.945283,0.215501,0.198275
rf#1,0.192471,0.084004,1.777049,0.801036,0.201889,0.192471
ffn#1,0.189801,0.098974,1.717925,1.955139,0.209685,0.189801
ffn#2,0.189695,0.099947,1.72563,1.951601,0.209177,0.189695
pls#2,0.180536,0.081762,1.842089,1.38529,0.173665,0.180536
pls#1,0.148118,0.037071,1.680236,0.71918,0.161707,0.148118
L-En,0.079826,0.030559,2.239643,2.056993,0.083439,0.079826
lasso#2,0.068694,0.022986,2.395083,2.501449,0.074868,0.068694
lasso#1,0.068588,0.023186,2.397982,2.496483,0.074725,0.068588
elasticnet#2,0.067478,0.02472,2.393591,2.430307,0.073592,0.067478
elasticnet#1,0.065526,0.023821,2.375939,2.41342,0.071749,0.065526
ridge#1,0.047415,0.031836,1.599474,2.178632,0.052752,0.047415
ridge#2,0.047319,0.031922,1.589867,2.175621,0.052641,0.047319
pcr#2,-0.010377,-0.000187,-2.530231,0.345983,-0.011082,-0.010377
pcr#1,-0.010377,-0.000187,-2.530231,0.345983,-0.011082,-0.010377
