date,L-En,N-En,elasticnet#1,elasticnet#2,ffn#1,ffn#2,lasso#1,lasso#2,lgbm_dart#1,lgbm_dart#2,lgbm_gbdt#1,lgbm_gbdt#2,pcr#1,pcr#2,pls#1,pls#2,rf#1,rf#2,ridge#1,ridge#2
2023-03-03,-1.0872710093150593,-1.1695127222661759,-0.13894604182810832,0.0,-0.03569804026607093,0.06831312177539317,0.0,0.0,-0.9932223962103797,-0.640007417755883,-1.7574014274361018,-3.124675756514657,0.09935600013529022,0.09935928737019317,-4.61035829295396,-1.405827781172054,-1.938195760445157,-2.231585633416275,-5.092966653929478,-5.06643081906236
2023-03-06,-1.2803643634398147,-1.1386307656570938,-0.09870061587268997,0.0,-0.0707776736270509,-0.059615759839181104,0.0,0.0,-0.8782555063457109,-0.9445131358855048,-2.491469903250758,-3.4918084430996315,0.011613879512262226,0.011614267195966699,-3.783228181915983,-1.880519591569751,-1.9584607855693057,-1.5194426022874201,-10.396334283991177,-10.399656352957578
2023-03-07,-0.4887271005541809,-0.310999686495089,-0.0674805608196769,0.0,-0.18960565998793188,0.01683787807788817,0.0,0.0,-0.29187085084645426,-0.1325102002760612,-0.46870504261841117,-0.48562925728989703,0.03051879141196323,0.03051983332374053,-1.5951914892184709,-0.7030825789157249,-0.5426916538869606,-0.48226589365007855,-1.9060213504191799,-1.905657875670681
2023-03-08,0.3283631904167086,0.12404650920615834,0.03044867666470319,0.0,0.06474954660014498,0.036315783579775496,0.0,0.0,0.17606139860302994,0.02174676502552364,0.03420641801323798,0.16240500673521774,-0.010065957030820583,-0.010066304719343222,0.590610807727133,0.40927793933512113,0.23454184287393287,0.24079083340037077,0.7889610480344794,0.7889136769853242
2023-03-09,-1.6268071016761345,-0.6420919983005635,-0.1535034484498723,0.0,-0.5365119279578521,0.0404077030589548,0.0,0.0,-0.3902559073937304,-0.23035961699324758,-0.6865067864445715,-1.2789646629568998,0.05587367595066495,0.05587556203399957,-6.088364665029978,-2.4650483827266503,-1.2112453837599304,-1.1879770108122876,-7.917271738999466,-7.982932348048154
2023-03-10,0.028273475599673747,0.016631621142552122,0.0036557407726456326,0.0,0.00053440823367501,0.002445824743858682,0.0,0.0,0.019782161518253516,0.00969613415590298,0.019544521437028006,0.02067016352396167,-0.0013395054686216046,-0.0013395516186562872,0.046575017139939834,0.024966714670714207,0.03223021477580901,0.02786846027269596,0.10231154213557414,0.10294843503263884
2023-03-13,-0.15178172236039522,-0.20016341978026442,-0.04397832361369658,0.0,-0.12067261880927882,0.058826413463950455,0.0,0.0,-0.21729363037518534,-0.10731235985786647,-0.25350047094888994,-0.22536784173862778,0.0183460023081653,0.018346630710290524,-0.2049604798425091,-0.06221440897314401,-0.3953515487766561,-0.3831603392313918,-0.737350048714823,-0.7368148826372332
2023-03-14,0.43988845752670935,0.2459433394532633,0.05584936190200962,0.0,0.15402653161228474,0.03330462649915644,0.0,0.0,0.26391847004091706,0.209219134062818,0.25772774723739456,0.32839039744729714,-0.031405834184228265,-0.03140692680335899,0.6644530233438921,0.4782149671198732,0.34631707854068183,0.334888336707138,0.7852050059004538,0.7877553686209289
2023-03-15,-0.20507172987951328,-0.10490981277331546,-0.028723654472601723,0.0,-0.001477954461806652,0.030986634161098925,0.0,0.0,-0.07083035679146543,-0.05982955007554569,-0.2165382810839367,-0.2561642227400449,0.011129270008851666,0.011129638288113974,-0.4576197753139055,-0.10551826146647758,-0.21826180506256576,-0.12820086512691087,-1.1363576830735616,-1.135744825438596
2023-03-16,0.017876602121786656,-0.05851557784360306,-0.006707606955161927,0.0,-0.03529247850258055,-0.004268981143424666,0.0,0.0,-0.07274279105954329,-0.0757201888547685,-0.06092661624541229,-0.1629094760849441,0.004370985891983037,0.004371133663606308,-0.02258667698876682,-0.026572674609519842,-0.099552255163037,-0.0579656023963695,0.05286169618335812,0.04769258381883268
