model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_dart#2,0.170528,0.145303,-1.057402,0.263958,0.215196
N-En,0.163725,0.122693,-0.452589,1.270655,0.161992
rf#2,0.156957,0.118986,-0.268591,1.469158,0.140892
lgbm_gbdt#1,0.146079,0.127713,-0.457587,1.069421,0.16441
lgbm_gbdt#2,0.142832,0.086403,-0.52498,0.660349,0.144165
rf#1,0.142245,0.107174,-0.073253,1.584151,0.130192
lgbm_dart#1,0.119205,0.065028,0.093166,1.610352,0.093223
ffn#2,0.077861,0.12137,-0.843191,1.621166,0.178783
ffn#1,0.076297,0.122713,-0.879563,1.605365,0.18116
L-En,0.071788,0.06259,0.089652,1.706117,0.067275
lasso#2,0.062752,0.052335,0.323314,1.60941,0.062736
elasticnet#2,0.062251,0.052203,0.338931,1.599024,0.062474
elasticnet#1,0.062222,0.052205,0.343389,1.595092,0.062546
lasso#1,0.061774,0.052318,0.356326,1.572478,0.063094
pcr#1,0.007921,-0.000205,1.001384,-1.914754,-0.00755
pcr#2,0.007921,-0.000205,1.001384,-1.914754,-0.00755
ridge#1,-0.069598,0.036836,-1.125897,0.964202,0.055001
ridge#2,-0.070585,0.03673,-1.144068,0.961433,0.054823
pls#2,-0.176483,-0.039335,-1.451346,-0.459229,0.142233
pls#1,-0.327284,0.057775,-2.189538,1.218021,0.120403
