model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#2,0.215196,0.14177,0.584994,1.488186,0.110975,0.215196
ffn#1,0.18116,0.100258,1.344721,1.908406,0.152768,0.18116
ffn#2,0.178783,0.097792,1.354471,1.914011,0.151494,0.178783
lgbm_gbdt#1,0.16441,0.104676,1.294755,1.697235,0.134724,0.16441
N-En,0.161992,0.095769,1.300371,1.814139,0.136922,0.161992
lgbm_gbdt#2,0.144165,0.091597,1.088725,1.75718,0.111984,0.144165
pls#2,0.142233,0.067969,1.218694,1.562002,0.122275,0.142233
rf#2,0.140892,0.083353,1.376488,1.857286,0.127216,0.140892
rf#1,0.130192,0.074752,1.475803,1.818659,0.122177,0.130192
pls#1,0.120403,0.04534,0.613889,1.80001,0.061498,0.120403
lgbm_dart#1,0.093223,0.050769,1.620418,1.92183,0.085643,0.093223
L-En,0.067275,0.036053,1.603916,1.84175,0.063661,0.067275
lasso#1,0.063094,0.036122,1.798456,1.907347,0.062886,0.063094
lasso#2,0.062736,0.035375,1.757199,1.904898,0.06179,0.062736
elasticnet#1,0.062546,0.035546,1.777919,1.907162,0.061953,0.062546
elasticnet#2,0.062474,0.035466,1.773539,1.907022,0.0618,0.062474
ridge#1,0.055001,0.042242,0.890426,1.812573,0.036325,0.055001
ridge#2,0.054823,0.04221,0.865795,1.810647,0.035528,0.054823
pcr#2,-0.00755,-9e-06,-0.759491,-0.694091,-0.005073,-0.00755
pcr#1,-0.00755,-9e-06,-0.759491,-0.694091,-0.005073,-0.00755
