model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_gbdt#2,0.865519,-2.270868,0.891282,-1.0,0.860061
lgbm_dart#1,0.737329,-6.077617,0.83744,-1.226547,0.738424
lgbm_dart#2,0.515743,-4.276559,0.589939,-1.389516,0.44247
rf#2,0.494702,-7.007394,0.630553,-1.401376,0.495415
lgbm_gbdt#1,0.485791,-9.752263,0.564175,-1.344318,0.238848
N-En,0.458653,-3.144267,0.514659,-1.00788,0.459664
rf#1,0.43416,-5.337312,0.569006,-1.307552,0.41947
pcr#1,0.1339,0.453215,0.787097,1.44547,0.138716
pcr#2,0.1339,0.453215,0.787097,1.44547,0.138716
L-En,-0.717034,0.542951,-1.056754,1.205662,-0.711799
lasso#2,-1.542751,-6.57783,-2.122988,-1.102254,-1.530658
elasticnet#2,-1.68479,-7.140353,-2.203206,-1.106385,-1.672284
elasticnet#1,-1.728201,-7.353207,-2.222104,-1.110397,-1.715634
lasso#1,-2.010087,-8.585599,-2.348622,-1.130036,-1.997101
ffn#2,-2.238913,-6.171275,-1.80845,-1.449795,-2.375102
ffn#1,-2.246551,-7.730991,-1.833763,-1.453669,-2.368307
ridge#2,-10.452401,-48.324837,-4.414692,-1.341606,-10.465287
ridge#1,-10.46484,-48.071702,-4.425617,-1.339807,-10.477471
pls#1,-12.418404,-71.761599,-5.778938,-1.451215,-12.758717
pls#2,-12.562752,-477.422028,-3.138872,-1.441875,-12.522391
