model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#2,0.860061,-2.235173,0.905558,-1.0,0.893806,0.860061
lgbm_dart#1,0.738424,-6.016111,0.862401,-1.229868,0.780144,0.738424
rf#2,0.495415,-7.023106,0.647754,-1.398182,0.521237,0.495415
N-En,0.459664,-3.095502,0.533715,-1.008021,0.494121,0.459664
lgbm_dart#2,0.44247,-4.287957,0.634225,-1.386124,0.65201,0.44247
rf#1,0.41947,-5.364357,0.570661,-1.303762,0.44354,0.41947
lgbm_gbdt#1,0.238848,-9.682869,0.51174,-1.348075,0.534981,0.238848
pcr#1,0.138716,0.451808,0.801884,1.446945,0.135635,0.138716
pcr#2,0.138716,0.451808,0.801884,1.446945,0.135635,0.138716
L-En,-0.711799,0.537184,-1.047488,1.208772,-0.703316,-0.711799
lasso#2,-1.530658,-6.491585,-2.083262,-1.103977,-1.480883,-1.530658
elasticnet#2,-1.672284,-7.047454,-2.162145,-1.108171,-1.617195,-1.672284
elasticnet#1,-1.715634,-7.258261,-2.180627,-1.112245,-1.658567,-1.715634
lasso#1,-1.997101,-8.478837,-2.304688,-1.132176,-1.92794,-1.997101
ffn#1,-2.368307,-7.714298,-1.787237,-1.454231,-1.983112,-2.368307
ffn#2,-2.375102,-6.168993,-1.766621,-1.448578,-1.985506,-2.375102
ridge#2,-10.465287,-47.977286,-4.326222,-1.345373,-9.903497,-10.465287
ridge#1,-10.477471,-47.723553,-4.337026,-1.34358,-9.917551,-10.477471
pls#2,-12.522391,-475.810733,-3.040292,-1.443595,-10.557733,-12.522391
pls#1,-12.758717,-71.579397,-5.892639,-1.452152,-11.012255,-12.758717
