model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,14,1.276169,1.590832,3.001567,0.857143
N-En,14,1.267322,1.56579,3.02843,0.785714
elasticnet#1,14,1.255489,1.58161,2.970143,0.785714
elasticnet#2,14,1.254216,1.582498,2.965467,0.785714
ffn#1,14,1.280461,1.545947,3.099102,0.857143
ffn#2,14,1.282734,1.544237,3.108042,0.857143
lasso#1,14,1.239224,1.588441,2.91906,0.785714
lasso#2,14,1.239224,1.588441,2.91906,0.785714
lgbm_dart#1,14,1.21739,1.570461,2.900459,0.785714
lgbm_dart#2,14,1.226204,1.568702,2.924733,0.785714
lgbm_gbdt#1,14,1.247565,1.583337,2.948179,0.785714
lgbm_gbdt#2,14,1.23686,1.579489,2.930002,0.785714
pcr#1,14,-1.254412,1.677548,-2.79788,0.214286
pcr#2,14,-1.254412,1.677548,-2.79788,0.214286
pls#1,14,1.297721,1.598842,3.036963,0.857143
pls#2,14,1.286623,1.605785,2.997973,0.857143
rf#1,14,1.23967,1.591066,2.915291,0.785714
rf#2,14,1.229447,1.579554,2.912322,0.785714
ridge#1,14,1.269674,1.587937,2.991733,0.785714
ridge#2,14,1.269674,1.587937,2.991733,0.785714
