model,IC_mean,IC_std,N
L-En,0.013682092124608221,0.3896425364138054,15
N-En,0.05690700111425754,0.3757207820341228,15
elasticnet#1,-0.019539120284273966,0.3772592774050837,15
elasticnet#2,-0.01928151011107133,0.3771641647711099,15
ffn#1,0.1051764068984648,0.3981696998367844,15
ffn#2,0.10250923619676314,0.3984036660830434,15
lasso#1,-0.017792137422230344,0.37591996088424345,15
lasso#2,-0.017792137422230344,0.37591996088424345,15
lgbm_dart#1,0.05451914855757122,0.3580941554500304,15
lgbm_dart#2,0.0410347405709246,0.3725197746916191,15
lgbm_gbdt#1,0.03662771580486981,0.37933421940742335,15
lgbm_gbdt#2,0.034194452234223204,0.35601658896231925,15
pcr#1,0.044595767680095995,0.3643019344870434,15
pcr#2,0.044595767680095995,0.3643019344870434,15
pls#1,0.03367138894459242,0.35915105666960606,15
pls#2,0.07025671042729384,0.40106170066656205,15
rf#1,0.0019403505544009732,0.36573578657188016,15
rf#2,-0.0036190134179314047,0.3674635295689524,15
ridge#1,-0.02964107786718911,0.3633781249188928,15
ridge#2,-0.030411113683664552,0.3626024197193422,15
