model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
N-En,0.162182,0.107905,2.152721,1.518544,0.209897
lgbm_gbdt#2,0.158104,0.058025,1.605309,0.831561,0.18295
lgbm_dart#2,0.156132,0.10106,2.172303,1.746459,0.172775
lgbm_gbdt#1,0.153629,0.091387,1.506324,1.150352,0.224725
L-En,0.151568,0.102001,2.830811,2.029054,0.137147
lgbm_dart#1,0.135103,0.078385,2.317399,1.446174,0.146966
pls#2,0.133934,0.082718,1.633339,1.254981,0.191629
lasso#2,0.127856,0.082632,2.509934,1.931832,0.103027
lasso#1,0.127622,0.082471,2.511765,1.935975,0.102774
elasticnet#1,0.127018,0.083524,2.58434,2.035147,0.106399
elasticnet#2,0.124111,0.08101,2.561737,2.035281,0.102471
rf#2,0.123748,0.09471,1.307916,1.189124,0.204049
rf#1,0.113384,0.091495,1.473643,1.18431,0.200528
pcr#1,0.109409,0.078441,2.599829,2.334163,0.103786
pcr#2,0.109409,0.078441,2.599829,2.334163,0.103786
pls#1,0.095543,0.100986,1.342288,1.621645,0.177551
ffn#1,0.077484,0.115823,1.119162,1.555893,0.228467
ffn#2,0.056724,0.116285,0.821723,1.525324,0.22878
ridge#1,-0.108979,0.11293,-0.690664,1.806664,0.123207
ridge#2,-0.110567,0.1134,-0.7092,1.807026,0.125101
