model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
ridge#1,0.024038,0.003624,0.647636,1.11233,0.030836,0.024038
ridge#2,0.023902,0.003567,0.646453,1.106133,0.030575,0.023902
lasso#2,0.02347,0.001365,0.84992,0.791324,0.029594,0.02347
lasso#1,0.023446,0.001374,0.849739,0.793131,0.029572,0.023446
elasticnet#1,0.021928,0.004259,0.751457,1.196828,0.029054,0.021928
elasticnet#2,0.021177,0.003518,0.734122,1.080834,0.028753,0.021177
L-En,0.015638,0.00203,0.633381,0.651279,0.025314,0.015638
pcr#2,-0.006,7.8e-05,-1.479317,0.11677,-0.005931,-0.006
pcr#1,-0.006,7.8e-05,-1.479317,0.11677,-0.005931,-0.006
rf#2,-0.069185,-0.005487,-0.253243,-0.073399,-0.020732,-0.069185
pls#2,-0.087012,-0.013482,-0.344732,-0.394314,-0.03509,-0.087012
pls#1,-0.104255,-0.028297,-0.372781,-0.717121,-0.038652,-0.104255
rf#1,-0.110122,-0.034169,-0.386578,-0.959424,-0.044585,-0.110122
lgbm_gbdt#1,-0.153367,-0.045954,-0.396613,-1.440848,-0.07373,-0.153367
lgbm_dart#1,-0.19153,-0.078956,-0.596996,-1.571218,-0.103597,-0.19153
N-En,-0.207196,-0.031482,-0.506673,-0.815363,-0.093958,-0.207196
lgbm_gbdt#2,-0.286048,-0.081302,-0.708824,-1.506814,-0.159181,-0.286048
ffn#2,-0.338785,-0.011568,-0.687888,0.045946,-0.161273,-0.338785
ffn#1,-0.341632,-0.012405,-0.686205,0.040012,-0.162128,-0.341632
lgbm_dart#2,-0.441365,-0.042159,-0.735565,-0.977544,-0.226684,-0.441365
