model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_dart#1,0.039552,0.004571,0.443938,0.064064,-0.19153
lgbm_gbdt#1,0.037512,0.020158,0.209066,0.349511,-0.153367
ridge#1,0.033208,0.017161,1.193454,1.1233,0.024038
ridge#2,0.03293,0.017155,1.195152,1.122679,0.023902
N-En,0.030066,0.008695,0.232931,0.256666,-0.207196
lgbm_gbdt#2,0.029665,0.004844,0.135484,0.042188,-0.286048
elasticnet#1,0.025984,0.014143,1.298147,1.317681,0.021928
elasticnet#2,0.025825,0.013672,1.298213,1.312912,0.021177
lasso#2,0.023411,0.011647,1.282851,1.441467,0.02347
lasso#1,0.023399,0.011653,1.283836,1.441557,0.023446
rf#1,0.022813,0.006882,0.377218,1.045311,-0.110122
L-En,0.01822,-0.005542,1.147343,-0.478124,0.015638
lgbm_dart#2,0.01355,0.018674,-0.069138,0.19222,-0.441365
rf#2,0.012964,0.014028,0.420532,1.07287,-0.069185
pcr#2,-0.003533,-0.000214,-0.786549,-1.588247,-0.006
pcr#1,-0.003533,-0.000214,-0.786549,-1.588247,-0.006
ffn#2,-0.018092,-0.023626,-0.355958,-1.33768,-0.338785
ffn#1,-0.018377,-0.02558,-0.359061,-1.427919,-0.341632
pls#1,-0.045024,-0.096751,-5.521039,-0.962117,-0.104255
pls#2,-0.051971,-0.079883,-3.184202,-0.999442,-0.087012
