model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,6,1.20011,2.442401,1.203593,0.666667
N-En,6,1.19021,2.444926,1.192432,0.666667
elasticnet#1,6,1.20011,2.442401,1.203593,0.666667
elasticnet#2,6,1.20011,2.442401,1.203593,0.666667
ffn#1,6,1.199999,2.442454,1.203455,0.666667
ffn#2,6,1.199999,2.442454,1.203455,0.666667
lasso#1,6,1.20011,2.442401,1.203593,0.666667
lasso#2,6,1.20011,2.442401,1.203593,0.666667
lgbm_dart#1,6,1.184865,2.448334,1.185424,0.666667
lgbm_dart#2,6,1.178096,2.45284,1.176487,0.666667
lgbm_gbdt#1,6,1.190829,2.449341,1.190902,0.666667
lgbm_gbdt#2,6,1.185597,2.448322,1.186162,0.666667
pcr#1,6,1.1969,2.444731,1.19923,0.666667
pcr#2,6,1.1969,2.444731,1.19923,0.666667
pls#1,6,1.196906,2.444727,1.199238,0.666667
pls#2,6,1.195221,2.445277,1.19728,0.666667
rf#1,6,1.207383,2.437568,1.213288,0.666667
rf#2,6,0.933398,1.846776,1.238022,0.666667
ridge#1,6,1.20011,2.442401,1.203593,0.666667
ridge#2,6,1.20011,2.442401,1.203593,0.666667
