model,IC_mean,IC_std,N
L-En,-0.04575900535652855,0.8052061126496386,6
N-En,-0.07752871483521633,0.7905309076180825,6
elasticnet#1,-0.044130969597410676,0.8014257665066021,6
elasticnet#2,-0.045942316145599314,0.803156586837778,6
ffn#1,-0.04809059189864142,0.8047131749805742,6
ffn#2,-0.04809059189864142,0.8047131749805742,6
lasso#1,-0.04837624164597942,0.8061041998124278,6
lasso#2,-0.04837624164597942,0.8061041998124278,6
lgbm_dart#1,-0.0928144433355405,0.7601868897298494,6
lgbm_dart#2,-0.11056329047336277,0.7629498512553837,6
lgbm_gbdt#1,-0.07685550547106046,0.7713831658636798,6
lgbm_gbdt#2,-0.07306621414911163,0.7758333577983484,6
pcr#1,-0.05381702920402607,0.8077465343060423,6
pcr#2,-0.05381702920402607,0.8077465343060423,6
pls#1,-0.05389677402061303,0.8018779902215102,6
pls#2,-0.05206979123387793,0.8005650697273292,6
rf#1,-0.05720307432909024,0.7973843575333979,6
rf#2,-0.10068531399800756,0.7300174110596428,6
ridge#1,-0.03827818208623165,0.8038195500324695,6
ridge#2,-0.03827818208623165,0.8038195500324695,6
