model,IC_mean,IC_std,N
L-En,0.397455289808231,0.15336162426361918,5
N-En,0.4637792444913188,0.19966387322848442,5
elasticnet#1,0.29962207555086817,0.18215571706770922,5
elasticnet#2,0.29962207555086817,0.18215571706770922,5
ffn#1,0.4643416799918348,0.19643650930238643,5
ffn#2,0.47016211342836733,0.19423951909230422,5
lasso#1,0.3058553056850271,0.19510310138150566,5
lasso#2,0.3058553056850271,0.19510310138150566,5
lgbm_dart#1,0.4042670023474977,0.2692485587105589,5
lgbm_dart#2,0.3890079270574627,0.255723328200599,5
lgbm_gbdt#1,0.4241767559785319,0.2159692654195549,5
lgbm_gbdt#2,0.3723515772225092,0.29114184097245116,5
pcr#1,0.08098328400185989,0.4818768010240522,5
pcr#2,0.08098328400185989,0.4818768010240522,5
pls#1,0.43211943886866494,0.08704432817523464,5
pls#2,0.3851189058619399,0.24690962176304443,5
rf#1,0.38236229714557896,0.26192914424482083,5
rf#2,0.3706835527733361,0.25278652091231724,5
ridge#1,0.3329212170698238,0.27218709372039973,5
ridge#2,0.3389863799770919,0.27225431940887257,5
