model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#2,0.817482,,0.885826,,0.817482,0.817482
lgbm_dart#1,0.815845,,0.858525,,0.815845,0.815845
lgbm_gbdt#1,0.70166,,0.881358,,0.70166,0.70166
lgbm_gbdt#2,0.662954,,0.879501,,0.662954,0.662954
pcr#1,0.457775,,0.861092,,0.457775,0.457775
pcr#2,0.457775,,0.861092,,0.457775,0.457775
N-En,0.423601,,0.536971,,0.423601,0.423601
rf#2,0.074466,,0.143209,,0.074466,0.074466
rf#1,-0.087908,,-0.151932,,-0.087908,-0.087908
pls#1,-0.479559,,-1.373479,,-0.479559,-0.479559
L-En,-0.593668,,-0.730903,,-0.593668,-0.593668
lasso#2,-0.635224,,-0.851652,,-0.635224,-0.635224
elasticnet#2,-0.668302,,-0.872062,,-0.668302,-0.668302
elasticnet#1,-0.671362,,-0.875219,,-0.671362,-0.671362
ffn#1,-0.866913,,-0.914928,,-0.866913,-0.866913
ffn#2,-0.87311,,-0.873574,,-0.87311,-0.87311
lasso#1,-0.915666,,-1.019345,,-0.915666,-0.915666
ridge#1,-4.598298,,-2.40736,,-4.598298,-4.598298
ridge#2,-4.618591,,-2.411301,,-4.618591,-4.618591
pls#2,-5.292296,,-3.465647,,-5.292296,-5.292296
