model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_dart#2,0.817482,,0.885826,-1.228864,0.817482
lgbm_dart#1,0.815845,,0.858525,-1.00103,0.815845
lgbm_gbdt#1,0.70166,,0.881358,-1.309968,0.70166
lgbm_gbdt#2,0.662954,,0.879501,-1.998031,0.662954
pcr#1,0.457775,,0.861092,-1.554582,0.457775
pcr#2,0.457775,,0.861092,-1.505772,0.457775
N-En,0.423601,,0.536971,-1.229108,0.423601
rf#2,0.074466,,0.143209,-1.0,0.074466
rf#1,-0.087908,,-0.151932,-1.455214,-0.087908
pls#1,-0.479559,,-1.373479,-1.064118,-0.479559
L-En,-0.593668,,-0.730903,-1.634114,-0.593668
lasso#2,-0.635224,,-0.851652,,-0.635224
elasticnet#2,-0.668302,,-0.872062,,-0.668302
elasticnet#1,-0.671362,,-0.875219,-1.0,-0.671362
ffn#1,-0.866913,,-0.914928,,-0.866913
ffn#2,-0.87311,,-0.873574,,-0.87311
lasso#1,-0.915666,,-1.019345,,-0.915666
ridge#1,-4.598298,,-2.40736,-1.228848,-4.598298
ridge#2,-4.618591,,-2.411301,-1.0,-4.618591
pls#2,-5.292296,,-3.465647,-1.228864,-5.292296
