model,params,score_mean,fold_scores,n_splits,gap,min_train_days,use_trva,best_iteration_median
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.430375245218266}",-0.044782803415227834,"[-0.16583717130969577, 0.0762715644792401]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 13.981961408994046}",-0.021945447172345756,"[-0.11964930808755869, 0.07575841374286718]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.431172050131989}",-0.03504491781864705,"[-0.1463369648679731, 0.076247129230679]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.31171005868549}",-0.04555313053956611,"[-0.16737673575995182, 0.0762704746808196]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8662266976517967}",-0.07032809475229174,"[-0.21681768505153332, 0.07616149554694984]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.663279761354557}",-0.028747839980844847,"[-0.13364423275384207, 0.07614855279215238]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0547625125911337}",-0.06756322919283952,"[-0.2113032404310986, 0.07617678204541956]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 47.34989304499475}",-0.015900475588416507,"[-0.10534915202699446, 0.07354820085016145]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.80155576901412}",-0.01130898658335111,"[-0.09562528395655501, 0.07300731078985279]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.4135935551752299}",-0.07787620356108721,"[-0.2318715260763573, 0.07611911895418288]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 23.72330072992193}",-0.01851244433549859,"[-0.11195165772308835, 0.07492676905209117]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.860866271460544}",-0.04874667210945682,"[-0.1737566041618308, 0.07626325994291716]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.059803874660431}",-0.0411169981321155,"[-0.15850614291016885, 0.07627214664593784]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 59.812219011525556}",-0.014206587132100879,"[-0.10161641736183347, 0.07320324309763171]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.16334587611069498}",-0.10864881926565956,"[-0.2932522520020404, 0.0759546134707213]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.18255254802399}",-0.10801663920058924,"[-0.2919910094468676, 0.07595773104568915]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11498870747119451}",-0.11027076137194808,"[-0.29648819801992743, 0.07594667527603127]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 31.46730406166004}",-0.017576826980884197,"[-0.1095083407453381, 0.07435468678356971]",3,1,60,True,
