model,IC_mean,IC_std,N
L-En,0.15665387167639647,0.48639515376791087,17
N-En,0.14332801365029327,0.4895463428290778,17
elasticnet#1,0.14027228922304436,0.500897768111436,17
elasticnet#2,0.14116253871041762,0.4991998470763591,17
ffn#1,0.21935163920661196,0.48382946875443245,17
ffn#2,0.2186693623687547,0.4841761269339453,17
lasso#1,0.14102498431437582,0.4979511076286463,17
lasso#2,0.1418933324123918,0.4988426291670376,17
lgbm_dart#1,0.12440509270208734,0.4568307705937194,17
lgbm_dart#2,0.13370389208579533,0.45847359014470707,17
lgbm_gbdt#1,0.11502056490901692,0.4948750888632317,17
lgbm_gbdt#2,0.13198603677898635,0.47988528336381336,17
pcr#1,-0.019147063655448743,0.44170135568999735,17
pcr#2,-0.019147063655448743,0.44170135568999735,17
pls#1,0.1757362453104721,0.4602462014287005,17
pls#2,0.16419880691116795,0.46401051800539916,17
rf#1,0.1112380008663586,0.4769685055585915,17
rf#2,0.11518437141809572,0.47398323990425356,17
ridge#1,0.1251333222687025,0.4934389888576861,17
ridge#2,0.12469303550276821,0.49398825464902474,17
