model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
rf#1,0.006141,0.048784,0.174705,2.944622,0.054938
pcr#1,0.000697,-0.000696,0.168471,-1.009388,-0.00671
pcr#2,0.000696,-0.000696,0.168469,-1.009387,-0.00671
rf#2,-0.005897,0.063732,-0.095385,1.803649,0.068012
elasticnet#1,-0.008405,0.046283,-0.259907,1.017832,0.039967
elasticnet#2,-0.0124,0.044908,-0.31251,1.032351,0.039985
ridge#1,-0.019128,0.074705,-0.160448,0.824422,0.040129
ridge#2,-0.019207,0.074713,-0.158193,0.823441,0.039985
lasso#1,-0.022479,0.039231,-0.415623,1.056867,0.039782
lasso#2,-0.028638,0.035702,-0.467058,1.075687,0.03987
ffn#1,-0.032985,0.156103,-0.133946,0.892823,0.145868
ffn#2,-0.036096,0.156302,-0.152663,0.895239,0.145039
N-En,-0.054735,0.097488,-0.442082,1.135739,0.085757
lgbm_dart#1,-0.079017,0.058115,-0.680326,1.363364,0.055137
L-En,-0.082277,0.060926,-0.7364,1.224007,0.044263
lgbm_gbdt#1,-0.11482,0.075352,-0.677539,1.0561,0.063177
lgbm_dart#2,-0.16765,0.063577,-0.770392,1.278949,0.068488
lgbm_gbdt#2,-0.248752,0.063245,-0.86048,0.846727,0.052887
pls#1,-0.905559,0.045718,-1.266742,0.52728,0.096523
pls#2,-1.037696,0.018493,-1.416825,0.477618,0.070841
