model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
ffn#1,0.145868,0.096201,0.724301,1.178653,0.134617,0.145868
ffn#2,0.145039,0.095993,0.721649,1.178724,0.133565,0.145039
pls#1,0.096523,0.060906,0.330026,0.831057,0.050499,0.096523
N-En,0.085757,0.063258,0.672783,1.3151,0.070839,0.085757
pls#2,0.070841,0.063341,0.139348,0.944249,0.019656,0.070841
lgbm_dart#2,0.068488,0.053649,0.469083,1.355633,0.043298,0.068488
rf#2,0.068012,0.048394,0.833536,1.419572,0.06355,0.068012
lgbm_gbdt#1,0.063177,0.052245,0.37571,1.405116,0.034159,0.063177
lgbm_dart#1,0.055137,0.049585,0.555144,1.408221,0.040522,0.055137
rf#1,0.054938,0.051685,0.969317,1.371303,0.054635,0.054938
lgbm_gbdt#2,0.052887,0.046513,0.168338,1.368213,0.015278,0.052887
L-En,0.044263,0.031112,0.732487,1.23446,0.038276,0.044263
ridge#1,0.040129,0.036839,0.852474,1.352455,0.041151,0.040129
ridge#2,0.039985,0.036841,0.853008,1.352103,0.041042,0.039985
elasticnet#2,0.039985,0.025292,0.883482,1.356804,0.037942,0.039985
elasticnet#1,0.039967,0.025813,0.895546,1.361571,0.038207,0.039967
lasso#2,0.03987,0.021748,0.837219,1.343795,0.037006,0.03987
lasso#1,0.039782,0.023001,0.853543,1.348735,0.03719,0.039782
pcr#1,-0.00671,-0.000312,-0.898846,-1.482527,-0.006476,-0.00671
pcr#2,-0.00671,-0.000312,-0.898846,-1.482528,-0.006477,-0.00671
