model,IC_mean,IC_std,N
L-En,0.25728494986929146,0.423673035051404,10
N-En,0.21958700913153306,0.38524747284099115,10
elasticnet#1,0.16267593467740063,0.4213049724426957,10
elasticnet#2,0.16342781437664874,0.4218981557289206,10
ffn#1,0.33714301212661957,0.39190804085899567,10
ffn#2,0.34178454797115027,0.39361116149965325,10
lasso#1,0.16100511303761425,0.41640218253016203,10
lasso#2,0.1758017035064286,0.41624458207057463,10
lgbm_dart#1,0.1617466578188173,0.4024923690782803,10
lgbm_dart#2,0.16979614494766918,0.39925647578243983,10
lgbm_gbdt#1,0.14672511235595848,0.39320617960962145,10
lgbm_gbdt#2,0.13209910999962432,0.3925375850957678,10
pcr#1,-0.04389318875846297,0.5595737686094177,10
pcr#2,-0.04389318875846297,0.5595737686094177,10
pls#1,0.23352588660239465,0.4255645439186493,10
pls#2,0.3987196552942278,0.5004258358479099,10
rf#1,0.12376734675618253,0.4112183244323324,10
rf#2,0.09971974636442649,0.40434197174107367,10
ridge#1,0.18937383695292387,0.4077910878522981,10
ridge#2,0.19091315814504276,0.4089327616215384,10
