model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#2,0.210964,0.093115,1.05724,0.898837,0.248524,0.210964
lgbm_dart#1,0.206185,0.109656,1.06845,0.985507,0.242488,0.206185
rf#1,0.182618,0.10057,1.104542,1.032464,0.20652,0.182618
lgbm_gbdt#1,0.176674,0.090325,1.135087,0.975348,0.195087,0.176674
N-En,0.173894,0.096065,1.114372,1.019382,0.196195,0.173894
rf#2,0.172363,0.093436,1.125268,1.000904,0.192132,0.172363
pls#1,0.172059,0.069468,1.134384,1.329515,0.182137,0.172059
pls#2,0.156898,0.070189,1.168775,1.241829,0.164455,0.156898
lgbm_dart#2,0.152834,0.07718,1.14987,1.04091,0.161015,0.152834
lasso#2,0.125419,0.051339,1.426013,0.682289,0.103609,0.125419
lasso#1,0.124979,0.051106,1.427123,0.682319,0.103142,0.124979
L-En,0.122219,0.046099,1.402339,0.625599,0.105739,0.122219
elasticnet#1,0.116316,0.045711,1.443556,0.667091,0.095893,0.116316
elasticnet#2,0.115994,0.045889,1.443152,0.754769,0.0951,0.115994
pcr#1,0.099745,0.036588,1.515481,0.221722,0.079157,0.099745
pcr#2,0.099745,0.036588,1.515481,0.221722,0.079157,0.099745
ffn#1,0.073969,0.084293,0.922187,1.120648,0.127396,0.073969
ffn#2,0.058462,0.085131,0.868445,1.099977,0.121622,0.058462
ridge#1,-0.081865,0.008513,-0.228294,-0.575248,-0.009637,-0.081865
ridge#2,-0.083576,0.007874,-0.239034,-0.580884,-0.01017,-0.083576
