model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
rf#1,0.102406,0.114815,1.056882,1.229008,0.098086
lgbm_gbdt#1,0.081494,0.092209,1.014192,1.133465,0.079225
N-En,0.081044,0.094696,0.992761,1.135086,0.086547
lgbm_dart#2,0.080704,0.078757,0.941808,0.956466,0.091061
rf#2,0.075746,0.084546,1.062923,1.22993,0.072489
lgbm_dart#1,0.066711,0.069155,0.926227,1.062939,0.075196
ffn#2,0.061123,0.091523,0.860946,1.14338,0.100601
ffn#1,0.06071,0.09181,0.860274,1.143005,0.100441
elasticnet#2,0.04996,0.02952,1.069866,1.15772,0.040147
lasso#2,0.046076,0.027466,1.074168,1.167192,0.036967
lasso#1,0.045913,0.027344,1.074586,1.167353,0.036807
L-En,0.044325,0.044136,1.018499,1.16237,0.044328
elasticnet#1,0.044089,0.02539,1.084323,1.160178,0.034495
pls#2,0.031971,0.084224,0.7842,1.13856,0.089881
lgbm_gbdt#2,0.027673,0.098916,0.93767,1.083076,0.061378
ridge#1,0.022647,0.050856,1.12134,1.136942,0.030095
pcr#1,0.022357,0.031607,1.131598,1.182019,0.022246
pcr#2,0.022357,0.031607,1.131598,1.182019,0.022246
ridge#2,0.02226,0.050825,1.121833,1.13601,0.03
pls#1,-0.010411,0.072541,0.663432,1.146341,0.077942
