model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#1,0.198377,0.170251,1.977147,2.354491,0.166464,0.198377
pls#1,0.169332,0.125507,1.785371,2.241467,0.14355,0.169332
N-En,0.167072,0.136315,2.208214,2.6085,0.14854,0.167072
rf#2,0.16292,0.12379,2.248807,2.557371,0.143176,0.16292
ffn#1,0.161179,0.141663,1.872446,2.421568,0.159615,0.161179
ffn#2,0.160175,0.141021,1.872371,2.42726,0.158568,0.160175
pls#2,0.160019,0.112939,1.697979,2.291363,0.129365,0.160019
lgbm_gbdt#2,0.155046,0.128675,1.976992,2.51931,0.124439,0.155046
lgbm_dart#2,0.153843,0.122562,2.164522,2.58269,0.130509,0.153843
rf#1,0.15175,0.115155,2.261466,2.580151,0.132802,0.15175
lgbm_dart#1,0.138629,0.113092,2.279627,2.720227,0.118685,0.138629
L-En,0.079947,0.059005,2.319328,2.826086,0.071839,0.079947
ridge#2,0.070287,0.058616,2.088494,2.910935,0.066338,0.070287
ridge#1,0.070156,0.058496,2.089128,2.911761,0.066258,0.070156
lasso#2,0.065884,0.045142,2.357814,2.829878,0.059864,0.065884
lasso#1,0.063523,0.045936,2.379765,2.844815,0.058147,0.063523
elasticnet#2,0.060758,0.046992,2.396969,2.870201,0.056259,0.060758
elasticnet#1,0.059932,0.046306,2.401371,2.888024,0.055656,0.059932
pcr#1,-0.004118,-0.00049,-2.12428,-2.959607,-0.004564,-0.004118
pcr#2,-0.004118,-0.00049,-2.124277,-2.959607,-0.004564,-0.004118
