model,N,mean,vol,Sharpe_ann,Hit_ratio
L-En,16,1.446312,1.773865,3.26138,0.6875
N-En,16,1.541813,1.903841,3.239374,0.75
elasticnet#1,16,1.370338,1.711337,3.202964,0.6875
elasticnet#2,16,1.362326,1.710693,3.185436,0.6875
ffn#1,16,1.441053,1.875623,3.073226,0.75
ffn#2,16,1.437722,1.878764,3.060997,0.75
lasso#1,16,1.3572,1.704612,3.184771,0.6875
lasso#2,16,1.3572,1.704612,3.184771,0.6875
lgbm_dart#1,16,1.314855,1.610359,3.265992,0.6875
lgbm_dart#2,16,1.381951,1.593782,3.468358,0.75
lgbm_gbdt#1,16,1.43604,1.843429,3.116018,0.75
lgbm_gbdt#2,16,1.362335,1.59309,3.42061,0.6875
pcr#1,16,-0.785111,1.200165,-2.616677,0.3125
pcr#2,16,-0.785111,1.200165,-2.616677,0.3125
pls#1,16,1.437056,1.942903,2.958574,0.625
pls#2,16,1.502399,1.891734,3.176766,0.6875
rf#1,16,1.45814,1.900282,3.069313,0.6875
rf#2,16,1.439423,1.880176,3.062316,0.6875
ridge#1,16,1.205325,1.431091,3.36897,0.6875
ridge#2,16,1.205325,1.431091,3.36897,0.6875
