model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#2,0.177784,0.153017,1.835904,2.084962,0.164068,0.177784
rf#1,0.168327,0.148265,1.840633,2.122432,0.152393,0.168327
rf#2,0.167503,0.146892,1.835338,2.130177,0.151479,0.167503
ffn#1,0.159672,0.144438,1.473989,1.954432,0.130069,0.159672
lgbm_gbdt#1,0.153667,0.12308,1.696702,2.061681,0.13755,0.153667
ffn#2,0.153599,0.132908,1.510092,1.955729,0.126922,0.153599
N-En,0.15064,0.126138,1.785415,2.137422,0.133776,0.15064
lgbm_dart#2,0.141897,0.11028,1.739503,2.012501,0.129377,0.141897
pls#2,0.134745,0.109041,1.794872,2.071366,0.117395,0.134745
pls#1,0.134305,0.092575,1.760327,2.107193,0.118224,0.134305
ridge#2,0.081318,0.080729,1.060212,2.095958,0.058865,0.081318
L-En,0.08072,0.059215,1.66539,2.198792,0.069519,0.08072
ridge#1,0.080028,0.079558,1.052792,2.096284,0.057789,0.080028
lasso#2,0.058701,0.036029,1.584629,2.278326,0.051116,0.058701
lasso#1,0.058123,0.03566,1.593297,2.282847,0.050716,0.058123
elasticnet#1,0.057237,0.035353,1.621357,2.2907,0.050094,0.057237
elasticnet#2,0.056982,0.03503,1.625717,2.294515,0.049962,0.056982
pcr#1,0.055453,0.037535,1.704433,2.218356,0.048651,0.055453
pcr#2,0.055453,0.037535,1.704433,2.218356,0.048651,0.055453
lgbm_dart#1,0.047401,0.027751,1.24429,1.791525,0.039449,0.047401
