model,IC_mean,IC_std,N
L-En,0.12718952276202652,0.5926255350893641,53
N-En,0.12121854794707734,0.6002522618630542,53
elasticnet#2,0.12507624390810643,0.5897903468784612,53
ffn#1,0.12936875425933342,0.5913887031868651,53
lasso#1,0.12319196851705415,0.5885294680280606,53
lgbm_dart#1,0.09549381921665712,0.5937550430984635,53
lgbm_gbdt#2,0.13442491975721144,0.5674753203782714,53
pcr#2,0.12484932879849343,0.5864883739515759,53
pls#1,0.12752423376611594,0.5902886301093402,53
rf#1,0.12397797696886086,0.5829914125379321,53
ridge#2,0.1271397682713426,0.5831853424234735,53
