model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
rf#1,0.217348,0.137681,1.393072,1.619048,0.259741
N-En,0.205562,0.11463,1.885704,1.895956,0.217106
lgbm_dart#2,0.204291,0.113178,1.927818,1.765607,0.218877
lgbm_gbdt#1,0.199702,0.129242,2.273872,1.958328,0.201045
pls#2,0.189327,0.093731,1.566591,1.621654,0.218943
rf#2,0.186874,0.103148,1.370408,1.36297,0.232622
ridge#2,0.180312,0.108406,2.036287,1.984845,0.181022
ridge#1,0.180296,0.107366,2.049739,1.987404,0.180507
elasticnet#2,0.177768,0.08306,2.112277,2.096506,0.179678
L-En,0.176473,0.077968,2.088994,2.107131,0.174857
elasticnet#1,0.175971,0.081918,2.112346,2.105145,0.177775
lgbm_gbdt#2,0.174372,0.100311,2.311617,2.136939,0.168528
ffn#2,0.170642,0.104696,1.370327,1.6899,0.220699
lasso#1,0.170438,0.079415,2.08812,2.112701,0.172342
lasso#2,0.170255,0.079308,2.088389,2.113068,0.172116
ffn#1,0.166968,0.104851,1.324353,1.671122,0.220363
lgbm_dart#1,0.123262,0.056863,2.409106,2.15679,0.117755
pls#1,0.110905,0.071717,0.946328,1.858366,0.193802
pcr#1,0.106599,0.019086,2.15747,2.32146,0.096831
pcr#2,0.106599,0.019086,2.15747,2.32146,0.096831
