model,IC_mean,IC_std,N
L-En,0.1004493185350738,0.48557129250938447,17
N-En,0.11713645884689639,0.49176515376161073,17
elasticnet#1,0.12370802098886688,0.493284471163932,17
elasticnet#2,0.1269812556571988,0.4924039243999176,17
ffn#1,0.12116036383556497,0.4957851575280267,17
ffn#2,0.12104951318110588,0.49614614982159716,17
lasso#1,0.12343269700759718,0.4941245815318616,17
lasso#2,0.12372447947692879,0.49448566332012883,17
lgbm_dart#1,0.08442510372878598,0.4735085781809149,17
lgbm_dart#2,0.11674656208276778,0.47276669722164816,17
lgbm_gbdt#1,0.12843841942745438,0.4817992886029242,17
lgbm_gbdt#2,0.1267828489875114,0.4844268278628225,17
pcr#1,0.07643471688683069,0.44129734736831283,17
pcr#2,0.07643471688683069,0.44129734736831283,17
pls#1,0.08815039043043732,0.4753193773977684,17
pls#2,0.08674095663584751,0.4825639880762103,17
rf#1,0.08692108874226587,0.48359370874494617,17
rf#2,0.08692108874226587,0.48359370874494617,17
ridge#1,0.10036094434723718,0.4854920831092091,17
ridge#2,0.10030217574936957,0.485995239413504,17
