model,IC_mean,IC_std,N
L-En,0.11517979293299947,0.49173655070439204,7
N-En,0.064901097722858,0.5346806137631153,7
elasticnet#1,0.12128566700879835,0.48157885678886486,7
elasticnet#2,0.12128566700879835,0.48157885678886486,7
ffn#1,0.10507587061324351,0.5266325609468174,7
ffn#2,0.10263243906322192,0.5398520423583418,7
lasso#1,0.12029665601978735,0.482572210371851,7
lasso#2,0.12029665601978735,0.482572210371851,7
lgbm_dart#1,0.04633496177717567,0.4883844245971874,7
lgbm_dart#2,0.04722848839543416,0.5353436699679746,7
lgbm_gbdt#1,0.10018381134594616,0.4957515631066009,7
lgbm_gbdt#2,0.0703334910347959,0.462452461328529,7
pcr#1,0.11557378490593882,0.48973291684963144,7
pcr#2,0.11557378490593882,0.48973291684963144,7
pls#1,0.11491782874356953,0.48806460901133464,7
pls#2,0.11136348834712385,0.4864001141363348,7
rf#1,0.06562970725731773,0.5053675841146972,7
rf#2,0.1009559214039041,0.4695104369873833,7
ridge#1,0.11828185377942121,0.4944906141584956,7
ridge#2,0.11828185377942121,0.4944906141584956,7
