model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_gbdt#1,0.215975,0.185272,1.946579,2.126086,0.21711,0.215975
pls#1,0.178808,0.13373,1.822717,2.044491,0.179169,0.178808
N-En,0.177655,0.145615,2.070655,2.279082,0.178283,0.177655
rf#2,0.175273,0.133386,2.060105,2.255664,0.173656,0.175273
pls#2,0.171626,0.119252,1.839661,2.041487,0.171361,0.171626
lgbm_gbdt#2,0.168342,0.139133,2.067176,2.237975,0.166225,0.168342
lgbm_dart#2,0.164952,0.131333,2.127341,2.26092,0.163894,0.164952
rf#1,0.164351,0.123234,2.06053,2.257156,0.162724,0.164351
ffn#1,0.163172,0.14745,1.692104,2.057929,0.169184,0.163172
ffn#2,0.162145,0.146752,1.694273,2.063295,0.168139,0.162145
lgbm_dart#1,0.149496,0.121175,2.205217,2.377484,0.148605,0.149496
L-En,0.084591,0.062556,2.164004,2.487344,0.084687,0.084591
ridge#2,0.074231,0.061387,1.854277,2.4948,0.076021,0.074231
ridge#1,0.074064,0.061253,1.854757,2.49532,0.075869,0.074064
lasso#2,0.06927,0.04812,2.150162,2.474134,0.068614,0.06927
lasso#1,0.066613,0.048855,2.16617,2.478117,0.066169,0.066613
elasticnet#2,0.063462,0.049755,2.16952,2.484425,0.063271,0.063462
elasticnet#1,0.06253,0.048914,2.167863,2.493228,0.062335,0.06253
pcr#1,-0.003781,-0.000512,-2.508683,-2.485139,-0.003831,-0.003781
pcr#2,-0.003781,-0.000512,-2.508682,-2.485138,-0.003831,-0.003781
