model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
lgbm_gbdt#2,0.064763,0.064964,1.438453,1.476651,0.168342
N-En,0.054644,0.059125,1.2502,1.249537,0.177655
lgbm_dart#1,0.05256,0.047395,1.414151,1.181461,0.149496
lgbm_dart#2,0.051007,0.046735,1.173945,1.054746,0.164952
rf#2,0.041484,0.043322,1.007336,0.930711,0.175273
rf#1,0.039523,0.033576,0.985419,0.705013,0.164351
L-En,0.02675,0.027885,1.088125,1.123656,0.084591
lgbm_gbdt#1,0.015254,0.036084,0.284883,0.604454,0.215975
lasso#2,0.011066,0.023653,0.58698,1.134301,0.06927
elasticnet#1,0.010959,0.026643,0.581562,1.283685,0.06253
lasso#1,0.009912,0.024096,0.532476,1.141991,0.066613
elasticnet#2,0.009126,0.025579,0.496171,1.202347,0.063462
pcr#1,-0.002338,-0.000428,-0.845631,-2.684168,-0.003781
pcr#2,-0.002338,-0.000428,-0.845631,-2.684169,-0.003781
pls#2,-0.031432,-0.030135,-0.725906,-0.585904,0.171626
ridge#1,-0.032065,0.037415,-0.749397,1.467336,0.074064
ridge#2,-0.032655,0.037495,-0.75931,1.467639,0.074231
ffn#2,-0.035183,0.049588,-0.318285,0.879747,0.162145
ffn#1,-0.037257,0.048884,-0.339183,0.858822,0.163172
pls#1,-0.048033,-0.028182,-0.868691,-0.503489,0.178808
