model,params,score_mean,fold_scores,n_splits,gap,min_train_days,use_trva,best_iteration_median
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.430375245218266}",0.04415258796343646,"[0.01637244840050356, 0.07193272752636937]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 13.981961408994046}",0.0454475928599854,"[0.01909565204941588, 0.07179953367055492]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.431172050131989}",0.04459479800032767,"[0.017285019323914352, 0.071904576676741]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 4.31171005868549}",0.044120853290556095,"[0.01630730545752912, 0.07193440112358307]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.8662266976517967}",0.04326195053854537,"[0.014554912616292048, 0.07196898846079869]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.663279761354557}",0.04494063806658172,"[0.018007951515573106, 0.07187332461759033]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0547625125911337}",0.04334537688014306,"[0.014724438352091695, 0.07196631540819443]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 47.34989304499475}",0.04683081630645758,"[0.022301369691934747, 0.07136026292098041]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 77.80155576901412}",0.04775889964855662,"[0.024521931790196017, 0.07099586750691722]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.4135935551752299}",0.04304642941644521,"[0.014117448583880865, 0.07197541024900955]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 23.72330072992193}",0.045965242280295415,"[0.020263501891389257, 0.07166698266920157]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.860866271460544}",0.0439933414075141,"[0.016045919174534795, 0.0719407636404934]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.059803874660431}",0.04430942435105023,"[0.016694990899225326, 0.07192385780287514]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 59.812219011525556}",0.047231708054100485,"[0.023256405323344942, 0.07120701078485603]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.16334587611069498}",0.042315814676067154,"[0.012638449338327584, 0.07199318001380672]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.18255254802399}",0.04232881589199938,"[0.012664725103057717, 0.07199290668094105]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11498870747119451}",0.04228280143294594,"[0.012571734626628084, 0.07199386823926379]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 31.46730406166004}",0.04627273668311843,"[0.020981359439172675, 0.07156411392706419]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.600820741402043}",0.04587136040498385,"[0.020047152287127945, 0.07169556852283976]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 40.7414465416623}",0.046606011068747843,"[0.02176810957151054, 0.07144391256598515]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 86.26905220714896}",0.04798630678915744,"[0.02507218017214141, 0.07090043340617347]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 24.973286104060584}",0.046017991909722056,"[0.020385757876801747, 0.07165022594264236]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.4234724484675927}",0.043498740604778485,"[0.015036390238630348, 0.07196109097092662]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.957734465394555}",0.045887589890910574,"[0.020084429870992904, 0.07169074991082824]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.2263722969739548}",0.042358244276467394,"[0.01272420543664865, 0.07199228311628614]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 8.313101133778733}",0.04489386379300431,"[0.017909510939494777, 0.07187821664651384]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.26919058249260697}",0.04238668964216613,"[0.012781705427362455, 0.0719916738569698]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 68.23493012435793}",0.04748608792671227,"[0.0238654755112917, 0.07110670034213284]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 3.6774346621052136}",0.04393810241102308,"[0.01593285069000372, 0.07194335413204245]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.7538232373118046}",0.043210495321507,"[0.01445040801982711, 0.0719705826231869]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.6218230782016851}",0.04260980021840999,"[0.013232942123682645, 0.07198665831313733]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 21.023308743480115}",0.04584466339747789,"[0.019985951476920616, 0.07170337531803517]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.3358825194833552}",0.04346342968071237,"[0.014964527659054316, 0.07196233170237043]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.073432032394333}",0.04431261963030253,"[0.016701573362772892, 0.07192366589783217]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.11385953381489414}",0.04228202573193657,"[0.01257016715324799, 0.07199388431062514]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 7.126995609048578}",0.04471588715552993,"[0.01753695750898554, 0.07189481680207432]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 6.859416411328697}",0.04467095051420977,"[0.01744333292997613, 0.07189856809844342]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 7.092543214735832}",0.04471020960960048,"[0.017525119546902723, 0.07189529967229824]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 67.80227021579829}",0.04747334571164208,"[0.02383490129635013, 0.07111179012693403]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 11.103525577197582}",0.04521179257993896,"[0.01858423662207831, 0.07183934853779961]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.198184512601387}",0.0429356535423534,"[0.013892838535377594, 0.07197846854932921]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.046896396312667}",0.04334196629683318,"[0.014717505681523302, 0.07196642691214306]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 12.384930898256401}",0.045325315058545534,"[0.018829041601278518, 0.07182158851581255]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.1515920461138471}",0.042307827338055715,"[0.012622307386567555, 0.07199334728954387]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 10.006913513545575}",0.045100398674217945,"[0.01834620534459075, 0.07185459200384514]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 10.278118224157009}",0.045129357560449945,"[0.018407896805964552, 0.07185081831493534]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.42770830499620704}",0.042489393637882955,"[0.01298936849194221, 0.0719894187838237]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.24365700014641997}",0.04236976367986511,"[0.01274749019311272, 0.0719920371666175]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.8836597074694355}",0.042763434658668276,"[0.013543932773193879, 0.07198293654414267]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 1.2334805700860019}",0.04295419043077631,"[0.01393041352795521, 0.0719779673335974]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 5.135589606500229}",0.04432709170405885,"[0.016731392707853066, 0.07192279070026464]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.0692098656538342}",0.043351625345512845,"[0.014737140072391575, 0.07196611061863412]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 92.28295957427436}",0.048140015350502385,"[0.02544590691358084, 0.07083412378742393]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.202364548436489}",0.04234216128246082,"[0.012691697820057635, 0.07199262474486401]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.423282455862012}",0.042486580628528,"[0.012983679521112679, 0.07198948173594333]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.3047393617736388}",0.04241007549018122,"[0.012828982904449338, 0.0719911680759131]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 9.105944026265275}",0.0449965268029312,"[0.018125907198244473, 0.07186714640761793]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.5752740814116687}",0.042581447692513985,"[0.013175575208286938, 0.07198732017674103]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 2.5057187257477667}",0.0435312874045381,"[0.015102648662540297, 0.0719599261465359]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.5410990556767874}",0.04256042516665387,"[0.01313304419338912, 0.07198780613991862]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.2998532434945439}",0.04240687343030264,"[0.012822509268155646, 0.07199123759244963]",3,1,60,True,
ridge,"{'max_iter': np.int64(10000), 'alpha': 0.21435095535798537}",0.04235020318089722,"[0.012707952184768723, 0.07199245417702571]",3,1,60,True,
