model,family,is_ensemble,member_of,member_rank,estimator,params_json
ffn#1,nonlinear,False,,,Pipeline,"{""ffn__activation"": ""relu"", ""ffn__batch_size"": 128, ""ffn__device"": ""auto"", ""ffn__hidden_width"": 64, ""ffn__huber_delta"": 1.0, ""ffn__learning_rate"": 0.0001, ""ffn__loss"": ""mse"", ""ffn__max_epochs"": 100, ""ffn__n_hidden_layers"": 1, ""ffn__patience"": 10, ""ffn__seed"": 0, ""ffn__val_split"": 0.1, ""ffn__dropout"": 0.21692549981418988, ""ffn__weight_decay"": 0.009455302088334942}"
ffn#2,nonlinear,False,,,Pipeline,"{""ffn__activation"": ""relu"", ""ffn__batch_size"": 128, ""ffn__device"": ""auto"", ""ffn__hidden_width"": 64, ""ffn__huber_delta"": 1.0, ""ffn__learning_rate"": 0.0001, ""ffn__loss"": ""mse"", ""ffn__max_epochs"": 100, ""ffn__n_hidden_layers"": 1, ""ffn__patience"": 10, ""ffn__seed"": 0, ""ffn__val_split"": 0.1, ""ffn__dropout"": 0.20973958869537915, ""ffn__weight_decay"": 0.014464500223975768}"
rf#1,nonlinear,False,,,RandomForestRegressor,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""sqrt"", ""max_samples"": 0.6, ""min_samples_leaf"": 50, ""n_estimators"": 100}"
rf#2,nonlinear,False,,,RandomForestRegressor,"{""bootstrap"": true, ""max_depth"": 8, ""max_features"": ""log2"", ""max_samples"": 0.6, ""min_samples_leaf"": 50, ""n_estimators"": 100}"
lgbm_gbdt#1,nonlinear,False,,,LGBMRegressor,"{""bagging_freq"": 1, ""colsample_bytree"": 0.8, ""learning_rate"": 0.05, ""max_bin"": 127, ""max_depth"": 2, ""min_child_samples"": 100, ""n_estimators"": 100, ""num_leaves"": 31, ""subsample"": 0.8, ""verbosity"": -1, ""reg_alpha"": 0.1560004162305882, ""reg_lambda"": 9.329677171778526}"
lgbm_gbdt#2,nonlinear,False,,,LGBMRegressor,"{""bagging_freq"": 1, ""colsample_bytree"": 0.6, ""learning_rate"": 0.1, ""max_bin"": 127, ""max_depth"": 6, ""min_child_samples"": 100, ""n_estimators"": 50, ""num_leaves"": 7, ""subsample"": 0.8, ""verbosity"": -1, ""reg_alpha"": 0.9263755207433342, ""reg_lambda"": 0.12022245820487377}"
lgbm_dart#1,nonlinear,False,,,LGBMRegressor,"{""bagging_freq"": 1, ""colsample_bytree"": 0.8, ""drop_rate"": 0.2, ""learning_rate"": 0.05, ""max_bin"": 63, ""max_depth"": 6, ""max_drop"": 10, ""min_child_samples"": 100, ""min_child_weight"": 0.01, ""min_split_gain"": 0.05, ""n_estimators"": 200, ""num_leaves"": 31, ""skip_drop"": 0.5, ""subsample"": 0.6, ""verbosity"": -1, ""reg_alpha"": 1.007908770912927, ""reg_lambda"": 0.33582746295594984}"
lgbm_dart#2,nonlinear,False,,,LGBMRegressor,"{""bagging_freq"": 1, ""colsample_bytree"": 0.8, ""drop_rate"": 0.5, ""learning_rate"": 0.1, ""max_bin"": 127, ""max_depth"": 2, ""max_drop"": 20, ""min_child_samples"": 100, ""min_child_weight"": 0.1, ""min_split_gain"": 0.1, ""n_estimators"": 100, ""num_leaves"": 31, ""skip_drop"": 0.5, ""subsample"": 0.8, ""verbosity"": -1, ""reg_alpha"": 0.42770830499620704, ""reg_lambda"": 0.24365700014641997}"
