model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
ffn#2,0.290608,0.181909,1.306952,1.370485,0.341109,0.290608
ffn#1,0.284932,0.179446,1.284662,1.354436,0.337411,0.284932
N-En,0.278385,0.182613,1.539134,1.560723,0.283508,0.278385
L-En,0.275799,0.127982,1.759041,1.526675,0.312265,0.275799
rf#2,0.26325,0.164999,1.262806,1.306143,0.242334,0.26325
lasso#1,0.258596,0.10441,1.772367,1.578077,0.292511,0.258596
lasso#2,0.258504,0.104348,1.773575,1.57926,0.292408,0.258504
elasticnet#1,0.258423,0.106072,1.737682,1.53984,0.293059,0.258423
elasticnet#2,0.257858,0.1062,1.732824,1.531951,0.292986,0.257858
rf#1,0.23365,0.165909,1.137869,1.447857,0.198338,0.23365
lgbm_dart#2,0.231445,0.155516,1.506421,1.428493,0.251675,0.231445
pls#2,0.223985,0.076801,1.191977,0.709534,0.304661,0.223985
pls#1,0.221886,0.123106,1.100664,1.224503,0.286411,0.221886
lgbm_gbdt#1,0.21759,0.147038,1.245852,1.180833,0.216754,0.21759
lgbm_gbdt#2,0.213842,0.132886,1.7397,1.581385,0.219473,0.213842
lgbm_dart#1,0.171725,0.099164,1.663163,1.50232,0.187907,0.171725
pcr#1,0.162711,0.064891,1.796948,1.593473,0.17692,0.162711
pcr#2,0.162711,0.064891,1.796948,1.593473,0.17692,0.162711
ridge#1,0.076484,0.135314,0.79383,1.393801,0.188452,0.076484
ridge#2,0.071065,0.136164,0.77421,1.395566,0.18508,0.071065
