model,IC_mean,IC_std,N
L-En,0.09992318837989882,0.4760717294049641,17
N-En,0.12392841879749864,0.48366138423035593,17
elasticnet#1,0.11831941041161984,0.49425747506000645,17
elasticnet#2,0.11660431058274034,0.4933688664774869,17
ffn#1,0.09828055994469719,0.48888730499986005,17
ffn#2,0.09905766631216747,0.4932142076032779,17
lasso#1,0.1176714342818544,0.4937068179077167,17
lasso#2,0.11764130902880089,0.49199689844616784,17
lgbm_dart#1,0.11634746936043941,0.47940214318953145,17
lgbm_dart#2,0.13056607051241503,0.48786891572191576,17
lgbm_gbdt#1,0.13793173968847763,0.4834482763011388,17
lgbm_gbdt#2,0.1347998138443021,0.4799398709698874,17
pcr#1,0.09894913218973266,0.45861615453238885,17
pcr#2,0.09894913218973266,0.45861615453238885,17
pls#1,0.08438598940465153,0.4719556391610288,17
pls#2,0.0839644904253379,0.4786976261137114,17
rf#1,0.11700675818872135,0.4674074235323108,17
rf#2,0.11434565454609459,0.48698263015873694,17
ridge#1,0.10337730188361982,0.48923309312449237,17
ridge#2,0.10379619951229695,0.48888825563912025,17
