model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
N-En,0.074437,0.055665,2.108212,1.853315,0.098191
lgbm_dart#2,0.057632,0.047968,1.863891,0.787421,0.08577
rf#2,0.046106,0.042493,1.40654,1.505605,0.09408
rf#1,0.04551,0.032941,1.854036,1.655415,0.083466
L-En,0.031481,0.04601,1.394466,1.764303,0.058555
elasticnet#2,0.022422,0.050881,1.067562,1.828613,0.05988
elasticnet#1,0.02236,0.050945,1.063966,1.824829,0.059867
lasso#2,0.02235,0.050976,1.070591,1.845853,0.059962
lasso#1,0.021535,0.051425,1.033417,1.80297,0.059722
lgbm_gbdt#1,0.020918,0.023895,0.84544,-0.168196,0.083565
lgbm_dart#1,0.019927,0.01545,1.368726,1.645748,0.048812
lgbm_gbdt#2,0.01363,0.018628,-0.488398,-0.509464,0.076117
pcr#1,0.011639,0.00024,0.85974,1.056646,-0.000932
pcr#2,0.011639,0.00024,0.85974,1.056646,-0.000932
ffn#1,-0.040849,0.06857,0.177553,0.938629,0.028265
ffn#2,-0.042655,0.066176,0.122673,0.91071,0.024717
pls#2,-0.154726,-0.035025,-1.489499,-0.672929,0.012166
ridge#1,-0.374608,0.056384,-2.140485,1.763257,-0.135132
ridge#2,-0.380098,0.056489,-2.158322,1.76651,-0.137776
pls#1,-0.426534,0.02543,-5.302963,0.169035,-0.126686
