model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
lgbm_dart#1,0.159938,0.11146,1.551222,1.495801,0.196598,0.159938
rf#1,0.154929,0.111644,1.385858,1.318461,0.169182,0.154929
rf#2,0.148301,0.110842,1.406775,1.340762,0.166571,0.148301
lgbm_dart#2,0.143179,0.102658,1.768864,1.545267,0.172996,0.143179
pls#1,0.133809,0.05414,1.342515,1.562869,0.150525,0.133809
N-En,0.132275,0.100401,1.473374,1.523948,0.152519,0.132275
lgbm_gbdt#2,0.131374,0.085694,1.77421,1.439478,0.155576,0.131374
pls#2,0.118383,0.073402,1.40914,1.465979,0.130575,0.118383
lasso#1,0.098707,0.038116,1.953118,1.18364,0.10545,0.098707
lasso#2,0.098694,0.038133,1.952745,1.183581,0.105425,0.098694
elasticnet#2,0.097297,0.038677,1.934667,1.18856,0.103395,0.097297
elasticnet#1,0.097237,0.038218,1.94531,1.198798,0.10364,0.097237
L-En,0.092504,0.040556,1.921923,1.414533,0.100494,0.092504
ffn#2,0.079541,0.088303,0.797941,1.590811,0.084288,0.079541
lgbm_gbdt#1,0.075159,0.065766,1.837345,1.481157,0.098141,0.075159
ridge#2,0.074581,0.050346,1.689446,1.335527,0.077933,0.074581
ridge#1,0.074528,0.049825,1.695132,1.337849,0.078013,0.074528
ffn#1,0.057153,0.092611,0.450539,1.28867,0.063624,0.057153
pcr#1,0.021204,0.001336,2.009429,1.321893,0.026209,0.021204
pcr#2,0.021204,0.001336,2.009429,1.321893,0.026209,0.021204
