model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
rf#1,0.105936,0.065718,1.066588,0.999149,0.154929
lgbm_dart#1,0.10105,0.059239,1.242555,1.129443,0.159938
rf#2,0.098515,0.064602,1.087852,0.995965,0.148301
lgbm_gbdt#2,0.096197,0.058005,1.419809,1.283912,0.131374
lgbm_dart#2,0.094737,0.06559,1.399341,1.394845,0.143179
pls#1,0.093387,0.03848,0.923113,1.884013,0.133809
N-En,0.086254,0.06362,1.092986,1.40785,0.132275
lasso#1,0.081915,0.020571,1.531444,0.501003,0.098707
lasso#2,0.081896,0.02058,1.53106,0.501007,0.098694
elasticnet#1,0.080618,0.020921,1.522726,0.538522,0.097237
elasticnet#2,0.080397,0.021014,1.51188,0.519591,0.097297
L-En,0.075447,0.026178,1.473845,1.243185,0.092504
pls#2,0.072007,0.04754,0.922919,1.527191,0.118383
ridge#1,0.055701,0.031495,1.198808,1.165241,0.074528
ridge#2,0.055556,0.031716,1.192776,1.15419,0.074581
lgbm_gbdt#1,0.044373,0.039402,1.279486,1.281222,0.075159
ffn#2,0.02915,0.063448,0.242429,1.729387,0.079541
pcr#1,0.023294,0.001465,1.749761,1.816222,0.021204
pcr#2,0.023294,0.001465,1.749761,1.816222,0.021204
ffn#1,-0.009604,0.050744,-0.099275,1.054642,0.057153
