model,IC_mean,IC_std,N
L-En,-0.05726298850339773,0.5132357793367803,10
N-En,-0.05373537486877104,0.5042651150408055,10
elasticnet#1,-0.06396549226337896,0.5147984258392981,10
elasticnet#2,-0.061273759443768894,0.5138549058105826,10
ffn#1,-0.07337555689251753,0.503445815480286,10
ffn#2,-0.0727090903891281,0.48872277099122774,10
lasso#1,-0.06742641066769586,0.5163887511862493,10
lasso#2,-0.06742641066769586,0.5163887511862493,10
lgbm_dart#1,-0.06768115558658552,0.5044163800347059,10
lgbm_dart#2,-0.037717336512628645,0.4759962557683922,10
lgbm_gbdt#1,-0.048713776945616814,0.4750633666740591,10
lgbm_gbdt#2,-0.07865981200600305,0.5093271741766746,10
pcr#1,-0.04953751054437557,0.5105201641594942,10
pcr#2,-0.04953751054437557,0.5105201641594942,10
pls#1,-0.04879179744740392,0.504614054810552,10
pls#2,-0.053345337190740395,0.4987193167247039,10
rf#1,-0.05344669831154601,0.4998196465120695,10
rf#2,-0.06345458485517717,0.49692775911276177,10
ridge#1,-0.06173135396483091,0.515215838499116,10
ridge#2,-0.06193775231364414,0.5152517049420922,10
