model,R2_OS,R2_OS_XS,CW_t,CW_t_XS,R2_OS_day,R2_OS_winsor
ffn#1,0.532143,0.462107,0.862932,0.800609,0.455982,0.532143
ffn#2,0.48361,0.618085,0.910615,0.968361,0.430384,0.48361
pls#2,0.477763,0.592506,0.855902,1.04871,0.476708,0.477763
pls#1,0.355072,0.59631,0.621394,1.146708,0.349395,0.355072
N-En,0.335032,0.108607,0.196201,0.508965,0.162955,0.335032
L-En,0.300673,0.430158,0.953341,1.282336,0.256428,0.300673
ridge#1,0.281416,0.458835,0.938399,1.257766,0.249709,0.281416
ridge#2,0.280426,0.453671,0.920456,1.258987,0.246681,0.280426
rf#2,0.193361,0.257376,0.01039,0.625046,0.007884,0.193361
rf#1,0.190925,0.174816,0.025196,0.55789,0.018712,0.190925
pcr#1,0.175598,0.314935,1.045334,1.336047,0.156195,0.175598
pcr#2,0.175598,0.314935,1.045334,1.336047,0.156195,0.175598
lasso#2,0.139176,0.294269,0.34463,1.333729,0.068593,0.139176
lasso#1,0.137046,0.289125,0.349955,1.335951,0.068167,0.137046
elasticnet#1,0.133388,0.276888,0.402464,1.343281,0.072638,0.133388
elasticnet#2,0.132134,0.274177,0.390065,1.342639,0.070673,0.132134
lgbm_dart#1,0.112778,0.389544,0.204172,1.412747,0.046132,0.112778
lgbm_gbdt#2,-0.006451,-0.889037,-0.105561,-0.25044,-0.095448,-0.006451
lgbm_dart#2,-0.153736,-1.770708,-0.346222,-0.552837,-0.408931,-0.153736
lgbm_gbdt#1,-0.659069,-1.605934,-0.608172,-0.382992,-1.16898,-0.659069
