model,R2_OS_w,R2_OS_w_XS,CW_t_w,CW_t_w_XS,R2_OS_Raw
ffn#2,0.284259,0.018548,0.84014,0.853468,0.48361
ffn#1,0.274974,-0.396255,0.779255,0.743649,0.532143
L-En,0.172522,0.350586,0.892619,1.101188,0.300673
pls#2,0.147513,0.164449,0.790573,0.910975,0.477763
pcr#1,0.101999,0.296867,0.979734,1.152969,0.175598
pcr#2,0.101999,0.296867,0.979734,1.152969,0.175598
lgbm_dart#1,0.02043,0.35983,-0.059736,1.22569,0.112778
ridge#1,-0.025371,0.347516,0.830764,1.075768,0.281416
ridge#2,-0.032673,0.343114,0.807604,1.075997,0.280426
elasticnet#1,-0.066266,0.224951,0.140291,1.143131,0.133388
elasticnet#2,-0.072046,0.221346,0.126138,1.142034,0.132134
N-En,-0.07235,-0.819674,0.015895,0.666079,0.335032
lasso#1,-0.088554,0.230215,0.076149,1.135092,0.137046
lasso#2,-0.090827,0.233354,0.069749,1.132924,0.139176
pls#1,-0.221005,0.343666,0.489476,0.995852,0.355072
rf#1,-0.367088,-0.556329,-0.290408,0.710759,0.190925
rf#2,-0.435296,-0.500392,-0.238721,0.747074,0.193361
lgbm_gbdt#2,-0.458293,-2.265775,-0.184697,0.204329,-0.006451
lgbm_dart#2,-0.854139,-4.159177,-0.452105,-0.084145,-0.153736
lgbm_gbdt#1,-1.527185,-4.219094,-0.661029,-0.015312,-0.659069
